row_uid,case_uid,seed,method,part,edit,part_size,footprint_change,source_prompt,target_prompt,source_image,gt_mask,edited_image,available,reason,image_sha256,strict_outside_mask_l1_aux,strict_inside_mask_l1_aux,strict_outside_mask_mse,strict_inside_mask_mse,strict_outside_mask_psnr,strict_inside_mask_psnr,strict_outside_mask_global_ssim,strict_inside_mask_global_ssim,strict_outside_mask_lpips,buffered_outside_mask_l1_aux,buffered_inside_mask_l1_aux,buffered_outside_mask_mse,buffered_inside_mask_mse,buffered_outside_mask_psnr,buffered_inside_mask_psnr,buffered_outside_mask_global_ssim,buffered_inside_mask_global_ssim,buffered_outside_mask_lpips
gt-diagnostic-v2::rk2_gt::synth_0002::seed_000,synth_0002,0,rk2_gt,head,bear,large,comparable,A robot at a park,A robot with bear head at a park,core/data/partedit_subset/cases/synth_0002/source.png,core/data/partedit_subset/cases/synth_0002/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0002/seed_000/img_0.jpg,True,,ced3661635c438f7d04d9c7032021be9216107fc2da86f00f3d4b65a27a72c1a,0.023289714008569717,0.12489300221204758,0.001553559792228043,0.043670717626810074,28.086720272915393,13.598096713989495,0.9817226924694771,0.7365793698624123,0.07347708195447922,0.023012911900877953,0.07520877569913864,0.0014865469420328736,0.02279268205165863,28.278213721341466,16.4220456768049,0.9826238845912101,0.843871857303635,0.06222034990787506
gt-diagnostic-v2::rk2_n15_auto::synth_0002::seed_000,synth_0002,0,rk2_n15_auto,head,bear,large,comparable,A robot at a park,A robot with bear head at a park,core/data/partedit_subset/cases/synth_0002/source.png,core/data/partedit_subset/cases/synth_0002/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0002/seed_000/img_0.jpg,True,,1a6aca998353e35d628f9b188dd13e1b1037e6b5c469a1fc527a383436538de7,0.0252897460013628,0.09268183261156082,0.0066617378033697605,0.03559214994311333,21.76412464528443,14.486457776542142,0.9118459777822842,0.7845905040365577,0.0778246819972992,0.023312292993068695,0.07035020738840103,0.005784382577985525,0.02617407776415348,22.37742990607496,15.821286116164632,0.9209394600393572,0.8244512874276763,0.06217995285987854
gt-diagnostic-v2::rk2_n15_gt::synth_0002::seed_000,synth_0002,0,rk2_n15_gt,head,bear,large,comparable,A robot at a park,A robot with bear head at a park,core/data/partedit_subset/cases/synth_0002/source.png,core/data/partedit_subset/cases/synth_0002/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0002/seed_000/img_0.jpg,True,,d47ddc1805fc9d5de07d173d5cc7f4d34f7595328da2f8a453867733eb6caac6,0.008237294852733612,0.121003158390522,0.00015400386473629624,0.04195249080657959,38.12468380380504,13.77242249103703,0.9988548752435407,0.7468525161515079,0.00531091308221221,0.008039802312850952,0.06521060317754745,0.000124539335956797,0.021013064309954643,39.04693454264753,16.775106103325527,0.9992093837559504,0.8550138721848877,0.002978650387376547
gt-diagnostic-v2::endpoint_auto::synth_0003::seed_000,synth_0003,0,endpoint_auto,head,robot,large,comparable,A alien at a museum,A alien with robot head at a museum,core/data/partedit_subset/cases/synth_0003/source.png,core/data/partedit_subset/cases/synth_0003/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0003/seed_000/img_0.jpg,True,,99ac3d73b182b82575c629e1209170d5c46e2c41449dcaad9f3b89c27f624ff9,0.03583512082695961,0.0634017363190651,0.00429381150752306,0.007037666160613298,23.671570244175598,21.525713382456672,0.9409358632115788,0.9344482961437285,0.1991388499736786,0.0366116426885128,0.048612020909786224,0.004509919788688421,0.0050776381976902485,23.45831182210684,22.9433824760262,0.934551178798119,0.9606117426493717,0.1894502341747284
gt-diagnostic-v2::endpoint_gt::synth_0003::seed_000,synth_0003,0,endpoint_gt,head,robot,large,comparable,A alien at a museum,A alien with robot head at a museum,core/data/partedit_subset/cases/synth_0003/source.png,core/data/partedit_subset/cases/synth_0003/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0003/seed_000/img_0.jpg,True,,3cfa77eaf944eb7ac4c36aece429782e487cf2e62ac20543073bec4130509d54,0.019763197749853134,0.06436611711978912,0.0010200891410931945,0.007248214446008205,29.91361875499518,21.39768966084513,0.9861757264305813,0.9357433192778528,0.10448919236660004,0.019486969336867332,0.045823343098163605,0.0009443123708479106,0.004789771046489477,30.248843208552003,23.19685245588083,0.9864935825009629,0.9643278639017854,0.09754642844200134
gt-diagnostic-v2::rk2_auto::synth_0003::seed_000,synth_0003,0,rk2_auto,head,robot,large,comparable,A alien at a museum,A alien with robot head at a museum,core/data/partedit_subset/cases/synth_0003/source.png,core/data/partedit_subset/cases/synth_0003/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0003/seed_000/img_0.jpg,True,,999d0421ce344ff80c51d126890d3fb0173bfaeaf9cbe50898101f6b53c246af,0.0362384207546711,0.061619821935892105,0.004445265978574753,0.006594039965420961,23.52102248288494,21.808484249955363,0.9382619784887072,0.9374533318236865,0.20029297471046448,0.037097275257110596,0.04749671369791031,0.004682791884988546,0.00481907743960619,23.294951429246193,23.170360947978935,0.9314133000189593,0.9617627513074749,0.19133879244327545
gt-diagnostic-v2::rk2_gt::synth_0003::seed_000,synth_0003,0,rk2_gt,head,robot,large,comparable,A alien at a museum,A alien with robot head at a museum,core/data/partedit_subset/cases/synth_0003/source.png,core/data/partedit_subset/cases/synth_0003/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0003/seed_000/img_0.jpg,True,,1dfdf9fdc6bc3fb372907850c31971cb0e049e8859779856efb8e92e85c52cfd,0.019649244844913483,0.062711201608181,0.00100269156973809,0.006880815606564283,29.98832636431512,21.62360080305713,0.9864066500295593,0.9381504631338855,0.103499636054039,0.01943088136613369,0.044639211148023605,0.0009304542327299714,0.00456305593252182,30.31304984125541,23.40744207747894,0.9867024374822876,0.9650172902713293,0.09679431468248367
gt-diagnostic-v2::rk2_n15_auto::synth_0003::seed_000,synth_0003,0,rk2_n15_auto,head,robot,large,comparable,A alien at a museum,A alien with robot head at a museum,core/data/partedit_subset/cases/synth_0003/source.png,core/data/partedit_subset/cases/synth_0003/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0003/seed_000/img_0.jpg,True,,ba335befcdb012b8052e03c97c8ae2025368cf03a798cfab91b005664b004804,0.021124383434653282,0.048005636781454086,0.002727776300162077,0.0047830864787101746,25.641912482342953,23.202917669668174,0.9619074891627718,0.954511824631032,0.07165637612342834,0.021422317251563072,0.035197921097278595,0.0028978222981095314,0.0032862003426998854,25.379282500990364,24.83305963397369,0.9572335891865226,0.9741533776110092,0.06798245012760162
gt-diagnostic-v2::rk2_n15_gt::synth_0003::seed_000,synth_0003,0,rk2_n15_gt,head,robot,large,comparable,A alien at a museum,A alien with robot head at a museum,core/data/partedit_subset/cases/synth_0003/source.png,core/data/partedit_subset/cases/synth_0003/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0003/seed_000/img_0.jpg,True,,cc6975b56baa71ade62a93d9c7097784958117328fa0744b1d19432fa2f5838f,0.008637912571430206,0.06231612339615822,0.00013777696585748345,0.0068037305027246475,38.608233835689305,21.672528972196034,0.9985714151253539,0.9387959630477752,0.008335518650710583,0.008166095241904259,0.04049040749669075,0.00010619185923133045,0.003998408559709787,39.73908775405447,23.98112831488046,0.9989457722735271,0.9691060896614172,0.0061730993911623955
gt-diagnostic-v2::endpoint_auto::synth_0004::seed_000,synth_0004,0,endpoint_auto,head,tattooed,medium,comparable,A robot at a office,A robot with tattooed head at a office,core/data/partedit_subset/cases/synth_0004/source.png,core/data/partedit_subset/cases/synth_0004/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0004/seed_000/img_0.jpg,True,,752f1430984b9bff42d1f0713fe0ef14d027f31fb3e26256fcca844b18084762,0.0271914042532444,0.13340875506401062,0.0029939834494143724,0.038315299898386,25.237506047437606,14.166277708196935,0.9699113556803259,0.7472470297614041,0.08380033075809479,0.027435962110757828,0.06407348066568375,0.0029956484213471413,0.01614071987569332,25.235091581383088,17.920770996592186,0.9705699748319918,0.8181082846143463,0.07573579251766205
gt-diagnostic-v2::endpoint_gt::synth_0004::seed_000,synth_0004,0,endpoint_gt,head,tattooed,medium,comparable,A robot at a office,A robot with tattooed head at a office,core/data/partedit_subset/cases/synth_0004/source.png,core/data/partedit_subset/cases/synth_0004/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0004/seed_000/img_0.jpg,True,,99e28ba627698acf648da399a2738894265de0fd94c222aae052e49650cc4968,0.02423028089106083,0.15987107157707214,0.0020699382293969393,0.04865831509232521,26.8404261446208,13.128429336044347,0.979211240649121,0.6681320603031071,0.07559537142515182,0.024348217993974686,0.0734812393784523,0.0020615900866687298,0.019527072086930275,26.85797682794084,17.09362870476394,0.9797814862221551,0.7686605194360423,0.05877940356731415
gt-diagnostic-v2::rk2_auto::synth_0004::seed_000,synth_0004,0,rk2_auto,head,tattooed,medium,comparable,A robot at a office,A robot with tattooed head at a office,core/data/partedit_subset/cases/synth_0004/source.png,core/data/partedit_subset/cases/synth_0004/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0004/seed_000/img_0.jpg,True,,4bd02813acd1822079dd25fbbbb9ca759179b0400ac8c2edd4bbb6d8d3f76f64,0.026049453765153885,0.12335506081581116,0.002493090694770217,0.034076299518346786,26.03261922249619,14.675475731195352,0.9750169153233469,0.7655114692071879,0.07428383827209473,0.02631007507443428,0.0594317652285099,0.0024781380780041218,0.01443054061383009,26.058744990718964,18.40717398552709,0.975724161510039,0.8360641867785512,0.06805901974439621
gt-diagnostic-v2::rk2_gt::synth_0004::seed_000,synth_0004,0,rk2_gt,head,tattooed,medium,comparable,A robot at a office,A robot with tattooed head at a office,core/data/partedit_subset/cases/synth_0004/source.png,core/data/partedit_subset/cases/synth_0004/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0004/seed_000/img_0.jpg,True,,1b2332528e2c0fe1864b225d5845bd6a2f16e97f0affa5580afe08b4f5195d4d,0.024282846599817276,0.1429583728313446,0.002083389088511467,0.04175657778978348,26.812296147313358,13.792751016704221,0.9790181895664929,0.692254647362745,0.07764969766139984,0.02439945563673973,0.06722510606050491,0.0020696648862212896,0.01702258549630642,26.840999684787374,17.68974475890647,0.9796537667743379,0.7948998729574548,0.060334719717502594
gt-diagnostic-v2::rk2_n15_auto::synth_0004::seed_000,synth_0004,0,rk2_n15_auto,head,tattooed,medium,comparable,A robot at a office,A robot with tattooed head at a office,core/data/partedit_subset/cases/synth_0004/source.png,core/data/partedit_subset/cases/synth_0004/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0004/seed_000/img_0.jpg,True,,14cb14a4f0b4b0b424f217dad07b297e833aa1fce25dd3460b612b114bba2048,0.010173347778618336,0.1028842031955719,0.00040311290649697185,0.02853880636394024,33.94573296784475,15.445641952155846,0.9967204874797911,0.8052044923161632,0.011276395991444588,0.009908188134431839,0.047665249556303024,0.0003206317196600139,0.011803342960774899,34.93993515694023,19.279949737274617,0.9976292635299322,0.8650636302553065,0.007334420457482338
gt-diagnostic-v2::rk2_n15_gt::synth_0004::seed_000,synth_0004,0,rk2_n15_gt,head,tattooed,medium,comparable,A robot at a office,A robot with tattooed head at a office,core/data/partedit_subset/cases/synth_0004/source.png,core/data/partedit_subset/cases/synth_0004/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0004/seed_000/img_0.jpg,True,,4991c8cd9fdd6f528bce62b629a1bd722ad62226754bb3bccc500ae099614311,0.008860372938215733,0.13629645109176636,0.0001532182068331167,0.0389312244951725,38.14689624668577,14.09701936298964,0.999275131408098,0.7081052555784754,0.011410105042159557,0.008828584104776382,0.05671112239360809,0.00014238478615880013,0.014726751483976841,38.46536412667309,18.318930418997034,0.9993964782609884,0.817607169921011,0.005056365393102169
gt-diagnostic-v2::endpoint_auto::synth_0005::seed_000,synth_0005,0,endpoint_auto,head,robot,medium,comparable,A man at a gym,A man with robot head at a gym,core/data/partedit_subset/cases/synth_0005/source.png,core/data/partedit_subset/cases/synth_0005/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0005/seed_000/img_0.jpg,True,,4a7daad6bedd9370bda3701ca476fc13adac4655c1d8f57b9145d957f4e501c9,0.024493712931871414,0.1177947074174881,0.0016048775287345052,0.02891465090215206,27.94558103834938,15.38882046735252,0.9829807810247282,0.29407039083236947,0.12383181601762772,0.0238651055842638,0.06788241863250732,0.0013417406007647514,0.015032554045319557,28.72331438373925,18.229672260960097,0.9861724763806756,0.8076688609188608,0.10362793505191803
gt-diagnostic-v2::endpoint_gt::synth_0005::seed_000,synth_0005,0,endpoint_gt,head,robot,medium,comparable,A man at a gym,A man with robot head at a gym,core/data/partedit_subset/cases/synth_0005/source.png,core/data/partedit_subset/cases/synth_0005/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0005/seed_000/img_0.jpg,True,,cf6cffb16b6f4d7d4b76f5eadcd192f6b69c0086dab8cbc7e0fb439d1d496a24,0.025356648489832878,0.1432977169752121,0.0016207342268899083,0.036859527230262756,27.902881962917768,14.334502394534844,0.9829796312731119,0.22685734002587682,0.13531318306922913,0.024742070585489273,0.07854883372783661,0.0014093691715970635,0.017768677324056625,28.50975232449727,17.503448992764625,0.9854814564872094,0.7827156750691593,0.1091088056564331
gt-diagnostic-v2::rk2_auto::synth_0005::seed_000,synth_0005,0,rk2_auto,head,robot,medium,comparable,A man at a gym,A man with robot head at a gym,core/data/partedit_subset/cases/synth_0005/source.png,core/data/partedit_subset/cases/synth_0005/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0005/seed_000/img_0.jpg,True,,9773da4b12be4f7501b53c722808efc5e0c1e4533c9ee29ffd31b39810493129,0.024143509566783905,0.11170273274183273,0.0015583682106807828,0.027173060923814774,28.073299195945232,15.658614374949824,0.9835495844977192,0.32588397751659604,0.12325066328048706,0.023657605051994324,0.06390580534934998,0.0013301670551300049,0.013981583528220654,28.760938127433565,18.54443638417098,0.9863062733662276,0.8197571221920558,0.10292559862136841
gt-diagnostic-v2::rk2_gt::synth_0005::seed_000,synth_0005,0,rk2_gt,head,robot,medium,comparable,A man at a gym,A man with robot head at a gym,core/data/partedit_subset/cases/synth_0005/source.png,core/data/partedit_subset/cases/synth_0005/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0005/seed_000/img_0.jpg,True,,b7c9e48a575b635ae3b3a6d233922e9e2f1357f138d2aa69c9983933c99e81de,0.025350527837872505,0.13886673748493195,0.0016290113562718034,0.035935189574956894,27.880758880984963,14.444800596943763,0.9828955155362825,0.2349415431911855,0.13553249835968018,0.024675248190760612,0.07731717824935913,0.001408418989740312,0.017485838383436203,28.512681279615293,17.57313539987785,0.9854861736868243,0.7818467996726919,0.10934822261333466
gt-diagnostic-v2::rk2_n15_auto::synth_0005::seed_000,synth_0005,0,rk2_n15_auto,head,robot,medium,comparable,A man at a gym,A man with robot head at a gym,core/data/partedit_subset/cases/synth_0005/source.png,core/data/partedit_subset/cases/synth_0005/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0005/seed_000/img_0.jpg,True,,090e1dd3ff3e90a9e01e9b2daab129955bd02fdee19c37519de15c71d8b91276,0.009822111576795578,0.09015598148107529,0.0003608356637414545,0.02124279923737049,34.42690544853282,16.72788255328706,0.9970576051956107,0.37386123288320977,0.033669184893369675,0.009388214908540249,0.04619373753666878,0.0001848701067501679,0.010396069847047329,37.331333080026226,19.831308113097965,0.9990464549637144,0.8613272410238142,0.019028494134545326
