row_uid,case_uid,duration,method,method_label,part,edit,part_size,target_prompt,source_image,gt_mask,edited_image,outside_mask_lpips,strict_outside_mask_l1_aux,strict_inside_mask_l1_aux,strict_outside_mask_mse,strict_inside_mask_mse,strict_outside_mask_psnr,strict_inside_mask_psnr,strict_outside_mask_global_ssim,strict_inside_mask_global_ssim,strict_outside_mask_lpips,buffered_outside_mask_l1_aux,buffered_inside_mask_l1_aux,buffered_outside_mask_mse,buffered_inside_mask_mse,buffered_outside_mask_psnr,buffered_inside_mask_psnr,buffered_outside_mask_global_ssim,buffered_inside_mask_global_ssim,buffered_outside_mask_lpips
gt_prefix_diagnostic_v1::synth_0028::N10,synth_0028,10,residual_rk2,Residual RK2 prefix,head,dragon,small,A cow with dragon head at a restaurant,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0028/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0028/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_10/synth_0028/seed_000/img_0.jpg,,0.017463119700551033,0.038532912731170654,0.0007689751219004393,0.0036374039482325315,31.14087710388597,24.392084661306708,0.9915261110829775,0.9375348644008519,0.04916989803314209,0.01713423803448677,0.028264038264751434,0.0007026710663922131,0.0025603342801332474,31.53247928866234,25.917033290085826,0.9920903221090267,0.9792947774827563,0.045956097543239594
gt_prefix_diagnostic_v1::synth_0028::N11,synth_0028,11,residual_rk2,Residual RK2 prefix,head,dragon,small,A cow with dragon head at a restaurant,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0028/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0028/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_11/synth_0028/seed_000/img_0.jpg,,0.014747081324458122,0.03764473646879196,0.0005309831467457116,0.0034440348390489817,32.749192630833036,24.62932463975003,0.9944080778536527,0.9415776130350964,0.03620550036430359,0.014412921853363514,0.02613839879631996,0.0004683519946411252,0.002280087675899267,33.29427625834713,26.420484528121996,0.9950280655857986,0.981630360341449,0.03358986973762512
gt_prefix_diagnostic_v1::synth_0028::N12,synth_0028,12,residual_rk2,Residual RK2 prefix,head,dragon,small,A cow with dragon head at a restaurant,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0028/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0028/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_12/synth_0028/seed_000/img_0.jpg,,0.012599598616361618,0.03705772012472153,0.0003698106447700411,0.0032940960954874754,34.32020592099629,24.82263735727524,0.9963123719950707,0.9443373458873023,0.024166680872440338,0.012286766432225704,0.024109840393066406,0.0003146874951198697,0.0020101480185985565,35.02120514501267,26.967719618363624,0.9969046837111903,0.9838432573926419,0.022089257836341858
gt_prefix_diagnostic_v1::synth_0028::N13,synth_0028,13,residual_rk2,Residual RK2 prefix,head,dragon,small,A cow with dragon head at a restaurant,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0028/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0028/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_13/synth_0028/seed_000/img_0.jpg,,0.011097317561507225,0.03650044649839401,0.00028437390574254096,0.0032064314000308514,35.461102571404055,24.939780471569264,0.9973130728257532,0.9461662951485648,0.01498365867882967,0.010800433345139027,0.022634422406554222,0.0002350237627979368,0.0018380346009507775,36.288882248334524,27.356463172912843,0.9978700972745322,0.9852353941240535,0.01327432505786419
gt_prefix_diagnostic_v1::synth_0032::N00,synth_0032,0,residual_rk2,Residual RK2 prefix,head,dragon,small,A cat with dragon head at a desert,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_00/synth_0032/seed_000/img_0.jpg,,0.12285009771585464,0.1902700662612915,0.030070707201957703,0.06173214316368103,15.218563580552454,12.094886453072535,0.726730485111903,0.2853269188447113,0.433643102645874,0.11582732945680618,0.25395551323890686,0.0262451209127903,0.10003457218408585,15.8095142207143,9.998498808604793,0.7595750832143706,0.4442373737179561,0.39108914136886597
gt_prefix_diagnostic_v1::synth_0032::N01,synth_0032,1,residual_rk2,Residual RK2 prefix,head,dragon,small,A cat with dragon head at a desert,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_01/synth_0032/seed_000/img_0.jpg,,0.05091278627514839,0.1700608879327774,0.009455603547394276,0.04901920631527901,20.243107450910408,13.096337248196651,0.88765159117115,0.5580321071605928,0.36678504943847656,0.0493430569767952,0.11010977625846863,0.008956958539783955,0.02875271625816822,20.478394360551277,15.413211214017837,0.8943432054083691,0.7460109492015732,0.3368898630142212
gt_prefix_diagnostic_v1::synth_0032::N02,synth_0032,2,residual_rk2,Residual RK2 prefix,head,dragon,small,A cat with dragon head at a desert,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_02/synth_0032/seed_000/img_0.jpg,,0.020697904750704765,0.10012684762477875,0.001185901928693056,0.017560146749019623,29.259512246214292,17.554718590436323,0.9874197506373219,0.8195352696903371,0.13568130135536194,0.019752811640501022,0.05854836478829384,0.0009959079325199127,0.008911777287721634,30.017808084103397,20.50035675393206,0.9897121091265311,0.917159344258505,0.12380574643611908
gt_prefix_diagnostic_v1::synth_0032::N03,synth_0032,3,residual_rk2,Residual RK2 prefix,head,dragon,small,A cat with dragon head at a desert,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_03/synth_0032/seed_000/img_0.jpg,,0.01942429505288601,0.10129133611917496,0.000962083344347775,0.01826339401304722,30.167873038223956,17.38418511348954,0.9897972758020362,0.8087169126380207,0.12212957441806793,0.01867646723985672,0.05483618006110191,0.0008506024023517966,0.007704966701567173,30.702733950446905,21.13229233825105,0.9912445475062152,0.925257715759374,0.11214631795883179
gt_prefix_diagnostic_v1::synth_0032::N04,synth_0032,4,residual_rk2,Residual RK2 prefix,head,dragon,small,A cat with dragon head at a desert,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_04/synth_0032/seed_000/img_0.jpg,,0.018573345616459846,0.09991603344678879,0.0008751588757149875,0.018149178475141525,30.579130983114602,17.41143028577598,0.990730614356176,0.8054236420169302,0.11686943471431732,0.017913242802023888,0.05243878439068794,0.000782151473686099,0.007316258270293474,31.06709132086394,21.357109719512927,0.9919507277432091,0.9271281008036373,0.10738465934991837
gt_prefix_diagnostic_v1::synth_0032::N05,synth_0032,5,residual_rk2,Residual RK2 prefix,head,dragon,small,A cat with dragon head at a desert,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_05/synth_0032/seed_000/img_0.jpg,,0.01697777584195137,0.09620732814073563,0.0006492447573691607,0.017234204337000847,31.87591548598678,17.636087621560353,0.9932984751632632,0.8111689863122942,0.10309310257434845,0.016505198553204536,0.04725252836942673,0.0005930140032432973,0.006307279225438833,32.26935051223447,22.001579422137503,0.9940268239961818,0.9360693515480121,0.0959097146987915
gt_prefix_diagnostic_v1::synth_0032::N06,synth_0032,6,residual_rk2,Residual RK2 prefix,head,dragon,small,A cat with dragon head at a desert,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_06/synth_0032/seed_000/img_0.jpg,,0.015599668957293034,0.09309937804937363,0.0005222195759415627,0.01655563712120056,32.821468522295646,17.81054101357249,0.9947762161522915,0.8181060126545848,0.09070250391960144,0.01518289651721716,0.04448956251144409,0.00047711972729302943,0.005844736006110907,33.21372626456405,22.33235100187089,0.9953314985153026,0.9410757893397672,0.08434709906578064
gt_prefix_diagnostic_v1::synth_0032::N07,synth_0032,7,residual_rk2,Residual RK2 prefix,head,dragon,small,A cat with dragon head at a desert,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_07/synth_0032/seed_000/img_0.jpg,,0.014351331628859043,0.09096184372901917,0.0004034624726045877,0.015987642109394073,33.941968542472075,17.962155821816946,0.9961635472414162,0.825159989578133,0.07977590709924698,0.013959327712655067,0.042591728270053864,0.000364411884220317,0.005500702653080225,34.3840746823267,22.595818307122425,0.9966330458997859,0.944711374253615,0.07408104836940765
gt_prefix_diagnostic_v1::synth_0032::N08,synth_0032,8,residual_rk2,Residual RK2 prefix,head,dragon,small,A cat with dragon head at a desert,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_08/synth_0032/seed_000/img_0.jpg,,0.013155671767890453,0.09016554057598114,0.000300770829198882,0.015835406258702278,35.21764286871245,18.003707902870573,0.9973330759494907,0.8271342066676894,0.07171579450368881,0.012804783880710602,0.04085657000541687,0.0002688885142561048,0.005269723478704691,35.70427748545496,22.782121731789992,0.9977072450001547,0.9469537124879418,0.06667643785476685
gt_prefix_diagnostic_v1::synth_0032::N09,synth_0032,9,residual_rk2,Residual RK2 prefix,head,dragon,small,A cat with dragon head at a desert,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_09/synth_0032/seed_000/img_0.jpg,,0.0124378502368927,0.08958770334720612,0.0002523141447454691,0.015722181648015976,35.98058402226326,18.034871903605676,0.9978788185513939,0.828652540671965,0.0647093877196312,0.012143130414187908,0.03928525745868683,0.00023001305817160755,0.005050214007496834,36.38247507761138,22.966902178604126,0.9981321111640956,0.949174027131295,0.06059429794549942
gt_prefix_diagnostic_v1::synth_0032::N10,synth_0032,10,residual_rk2,Residual RK2 prefix,head,dragon,small,A cat with dragon head at a desert,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_10/synth_0032/seed_000/img_0.jpg,,0.011722258292138577,0.0883001759648323,0.00021083737374283373,0.015473834238946438,36.76052402133133,18.104020597658984,0.9983144157580951,0.8311476884409905,0.05067833140492439,0.011491646990180016,0.03738531842827797,0.0001962894748430699,0.004825960379093885,37.071029869008804,23.16416247949721,0.99847529057149,0.9513470213232984,0.04719267040491104
gt_prefix_diagnostic_v1::synth_0032::N11,synth_0032,11,residual_rk2,Residual RK2 prefix,head,dragon,small,A cat with dragon head at a desert,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_11/synth_0032/seed_000/img_0.jpg,,0.011381854303181171,0.08805707842111588,0.0001891282299766317,0.015482778660953045,37.23243641921569,18.101510947625925,0.9985555544501672,0.8309621217660819,0.03563711419701576,0.011192558333277702,0.03641553223133087,0.00017815260798670352,0.004756213631480932,37.49207815603486,23.22738646717422,0.9986729291169242,0.9519085512045031,0.03277607262134552
gt_prefix_diagnostic_v1::synth_0032::N12,synth_0032,12,residual_rk2,Residual RK2 prefix,head,dragon,small,A cat with dragon head at a desert,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_12/synth_0032/seed_000/img_0.jpg,,0.011207959614694118,0.08744575828313828,0.00017692208348307759,0.01538021955639124,37.52217954901146,18.13037464830518,0.998700777844216,0.8322544909243074,0.02829781174659729,0.011049029417335987,0.03563278168439865,0.00016821037570480257,0.004682035185396671,37.741472191661465,23.295653269131662,0.9987901206354578,0.9525827804306185,0.02589597925543785
gt_prefix_diagnostic_v1::synth_0032::N13,synth_0032,13,residual_rk2,Residual RK2 prefix,head,dragon,small,A cat with dragon head at a desert,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0032/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_13/synth_0032/seed_000/img_0.jpg,,0.011003474704921246,0.08711250126361847,0.00016713951481506228,0.015390971675515175,37.76920862869138,18.1273396106564,0.9987845689562335,0.8325228652269918,0.02386561967432499,0.010879087261855602,0.034841690212488174,0.00016055906598921865,0.004644238855689764,37.94365166908888,23.330854523614462,0.9988518258256005,0.9528770342607743,0.02196308597922325
gt_prefix_diagnostic_v1::synth_0033::N00,synth_0033,0,residual_rk2,Residual RK2 prefix,head,cat,medium,A dog with cat head at a restaurant,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0033/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0033/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_00/synth_0033/seed_000/img_0.jpg,,0.09726491570472717,0.04867472127079964,0.019858025014400482,0.007428437937051058,17.02063946575731,21.29102500726787,0.8889725859697422,0.9362780562443184,0.28969642519950867,0.09954503178596497,0.06031472608447075,0.020495280623435974,0.010058802552521229,16.88346130903206,19.974537166742735,0.8873017069287007,0.9478263931859794,0.27121707797050476
gt_prefix_diagnostic_v1::synth_0033::N01,synth_0033,1,residual_rk2,Residual RK2 prefix,head,cat,medium,A dog with cat head at a restaurant,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0033/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0033/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_01/synth_0033/seed_000/img_0.jpg,,0.08549097925424576,0.051364749670028687,0.017451832070946693,0.006057503167539835,17.581589746338814,22.17706350092691,0.8775580862630398,0.9482184979175122,0.35539135336875916,0.0856669470667839,0.06870225816965103,0.017653601244091988,0.01092696562409401,17.53166687392178,19.615004231985857,0.8764639002036455,0.9384557195173773,0.33113253116607666
gt_prefix_diagnostic_v1::synth_0033::N02,synth_0033,2,residual_rk2,Residual RK2 prefix,head,cat,medium,A dog with cat head at a restaurant,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0033/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0033/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_02/synth_0033/seed_000/img_0.jpg,,0.05032982677221298,0.04665952920913696,0.006702560931444168,0.004924106411635876,21.737592292556094,23.076725703859452,0.9529312492474955,0.9563620485637959,0.16971488296985626,0.04945595934987068,0.054263126105070114,0.0064408606849610806,0.007568815257400274,21.910560944797027,21.209720950627762,0.9546303923798979,0.9584791428202152,0.15231499075889587
gt_prefix_diagnostic_v1::synth_0033::N03,synth_0033,3,residual_rk2,Residual RK2 prefix,head,cat,medium,A dog with cat head at a restaurant,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0033/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0033/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_03/synth_0033/seed_000/img_0.jpg,,0.042518652975559235,0.0416775643825531,0.0050040497444570065,0.004200267139822245,23.006783817052757,23.76723087301807,0.9650592805132489,0.9619552488646689,0.14523839950561523,0.04149661213159561,0.04870263487100601,0.004756240639835596,0.006228203419595957,23.22736180565352,22.05637211363179,0.9666997900452463,0.9656027186242869,0.127129927277565
gt_prefix_diagnostic_v1::synth_0033::N04,synth_0033,4,residual_rk2,Residual RK2 prefix,head,cat,medium,A dog with cat head at a restaurant,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0033/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0033/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_04/synth_0033/seed_000/img_0.jpg,,0.03208833560347557,0.03911912813782692,0.002675652038305998,0.003765010042116046,25.725703661170087,24.2423386110212,0.9819174636181891,0.9657783760597948,0.0974988341331482,0.030695386230945587,0.0442681685090065,0.002370054367929697,0.005139864515513182,26.252416913649856,22.890483286585184,0.9840703050747304,0.9714564741507402,0.08144223690032959
gt_prefix_diagnostic_v1::synth_0033::N05,synth_0033,5,residual_rk2,Residual RK2 prefix,head,cat,medium,A dog with cat head at a restaurant,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0033/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0033/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_05/synth_0033/seed_000/img_0.jpg,,0.026506468653678894,0.03776406869292259,0.0018349656602367759,0.003493337193503976,27.36372058773867,24.56759492172179,0.9878372413589896,0.9681908769022108,0.08201524615287781,0.02515661157667637,0.0403486043214798,0.0015739635564386845,0.004273589234799147,28.030053275174946,23.692072233121294,0.989704350604106,0.9761446035224739,0.06798478960990906
gt_prefix_diagnostic_v1::synth_0033::N06,synth_0033,6,residual_rk2,Residual RK2 prefix,head,cat,medium,A dog with cat head at a restaurant,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0033/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0033/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_06/synth_0033/seed_000/img_0.jpg,,0.02301706187427044,0.037099819630384445,0.0013967601116746664,0.0033716210164129734,28.54878175934424,24.72161247727765,0.9908943295060603,0.9692737285831439,0.0699329525232315,0.021881092339754105,0.03678051009774208,0.0011928025633096695,0.003613904118537903,29.23431436263606,24.420233740059373,0.9923540144449347,0.9798591301018608,0.05749697983264923
gt_prefix_diagnostic_v1::synth_0033::N07,synth_0033,7,residual_rk2,Residual RK2 prefix,head,cat,medium,A dog with cat head at a restaurant,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0033/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0033/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_07/synth_0033/seed_000/img_0.jpg,,0.020542612299323082,0.03699575737118721,0.001076352084055543,0.003302784403786063,29.68045643956831,24.811197748711006,0.9931632199918079,0.9700208540760944,0.060759179294109344,0.019599664956331253,0.03415290266275406,0.0009177353349514306,0.0031174684409052134,30.372825466230026,25.061979343241894,0.9943092057892305,0.9826477622583141,0.05032649263739586
gt_prefix_diagnostic_v1::synth_0033::N08,synth_0033,8,residual_rk2,Residual RK2 prefix,head,cat,medium,A dog with cat head at a restaurant,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0033/source.png,../gt-prefix-inputs/core/data/partedit_subset/cases/synth_0033/gt_mask.png,core/results/gt_prefix_diagnostic_v1/duration_08/synth_0033/seed_000/img_0.jpg,,0.017740782350301743,0.036611076444387436,0.0007875392911955714,0.0032196007668972015,31.037277695716984,24.921979778330567,0.9951155420162009,0.9708896584896634,0.04854191839694977,0.01691071316599846,0.03173450753092766,0.0006555832806043327,0.0027516239788383245,31.833721308090873,25.60410914576488,0.9960668769786405,0.984731302756361,0.040154531598091125
