run_uid,case_uid,seed,dataset_id,dataset_split,dataset_index,class_name,subject,part,normalized_part,part_size,mask_area_ratio,edit,source_prompt,target_prompt,source_image,gt_mask,partedit_reference,output_dir,vis_path,feature_path,log_path,model_name,guidance,num_steps,front,inject,offload,controlnet_type,use_oracle_mask,tdm_mask_mode,attention_token_mode,attention_part,attention_edit,attention_layers,cwd,config_path,repro_command
real_0002_seed_001,real_0002,1,Aleksandar/PartEdit-Bench,real,2,chair,chair,seat,seat,small,0.029911041259765625,mesh,a chair and table in front of a glass door,a chair with mesh seat and table in front of a glass door,core/data/partedit_subset/cases/real_0002/source.png,core/data/partedit_subset/cases/real_0002/gt_mask.png,core/data/partedit_subset/cases/real_0002/partedit_reference.png,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0002/seed_001,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0002/seed_001/tdm,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0002/seed_001/features,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0002/seed_001/run.log,flux-dev,2.0,15,2,4,True,none,False,attention_gated,part,seat,mesh,"28,29,30,31,32,33,34,35,36,37",core/third_party/FollowYourShape/src,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0002/seed_001/run_config.json,"cd core/third_party/FollowYourShape/src && python edit.py --source_img_dir ../../../data/partedit_subset/cases/real_0002/source.png --source_prompt 'a chair and table in front of a glass door' --target_prompt 'a chair with mesh seat and table in front of a glass door' --guidance 2.0 --num_steps 15 --front 2 --inject 4 --name flux-dev --controlnet_type none --output_dir ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0002/seed_001 --vis_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0002/seed_001/tdm --feature_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0002/seed_001/features --seed 1 --offload --tdm_mask_mode attention_gated --attention_token_mode part --attention_part seat --attention_edit mesh --attention_layers 28,29,30,31,32,33,34,35,36,37"
real_0002_seed_002,real_0002,2,Aleksandar/PartEdit-Bench,real,2,chair,chair,seat,seat,small,0.029911041259765625,mesh,a chair and table in front of a glass door,a chair with mesh seat and table in front of a glass door,core/data/partedit_subset/cases/real_0002/source.png,core/data/partedit_subset/cases/real_0002/gt_mask.png,core/data/partedit_subset/cases/real_0002/partedit_reference.png,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0002/seed_002,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0002/seed_002/tdm,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0002/seed_002/features,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0002/seed_002/run.log,flux-dev,2.0,15,2,4,True,none,False,attention_gated,part,seat,mesh,"28,29,30,31,32,33,34,35,36,37",core/third_party/FollowYourShape/src,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0002/seed_002/run_config.json,"cd core/third_party/FollowYourShape/src && python edit.py --source_img_dir ../../../data/partedit_subset/cases/real_0002/source.png --source_prompt 'a chair and table in front of a glass door' --target_prompt 'a chair with mesh seat and table in front of a glass door' --guidance 2.0 --num_steps 15 --front 2 --inject 4 --name flux-dev --controlnet_type none --output_dir ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0002/seed_002 --vis_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0002/seed_002/tdm --feature_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0002/seed_002/features --seed 2 --offload --tdm_mask_mode attention_gated --attention_token_mode part --attention_part seat --attention_edit mesh --attention_layers 28,29,30,31,32,33,34,35,36,37"
real_0010_seed_000,real_0010,0,Aleksandar/PartEdit-Bench,real,10,animal_head,cow,head,head,medium,0.0478515625,dragon,a cow standing on a street,a cow with dragon head standing on a street,core/data/partedit_subset/cases/real_0010/source.png,core/data/partedit_subset/cases/real_0010/gt_mask.png,core/data/partedit_subset/cases/real_0010/partedit_reference.png,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_000,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_000/tdm,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_000/features,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_000/run.log,flux-dev,2.0,15,2,4,True,none,False,attention_gated,part,head,dragon,"28,29,30,31,32,33,34,35,36,37",core/third_party/FollowYourShape/src,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_000/run_config.json,"cd core/third_party/FollowYourShape/src && python edit.py --source_img_dir ../../../data/partedit_subset/cases/real_0010/source.png --source_prompt 'a cow standing on a street' --target_prompt 'a cow with dragon head standing on a street' --guidance 2.0 --num_steps 15 --front 2 --inject 4 --name flux-dev --controlnet_type none --output_dir ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_000 --vis_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_000/tdm --feature_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_000/features --seed 0 --offload --tdm_mask_mode attention_gated --attention_token_mode part --attention_part head --attention_edit dragon --attention_layers 28,29,30,31,32,33,34,35,36,37"
real_0010_seed_001,real_0010,1,Aleksandar/PartEdit-Bench,real,10,animal_head,cow,head,head,medium,0.0478515625,dragon,a cow standing on a street,a cow with dragon head standing on a street,core/data/partedit_subset/cases/real_0010/source.png,core/data/partedit_subset/cases/real_0010/gt_mask.png,core/data/partedit_subset/cases/real_0010/partedit_reference.png,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_001,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_001/tdm,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_001/features,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_001/run.log,flux-dev,2.0,15,2,4,True,none,False,attention_gated,part,head,dragon,"28,29,30,31,32,33,34,35,36,37",core/third_party/FollowYourShape/src,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_001/run_config.json,"cd core/third_party/FollowYourShape/src && python edit.py --source_img_dir ../../../data/partedit_subset/cases/real_0010/source.png --source_prompt 'a cow standing on a street' --target_prompt 'a cow with dragon head standing on a street' --guidance 2.0 --num_steps 15 --front 2 --inject 4 --name flux-dev --controlnet_type none --output_dir ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_001 --vis_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_001/tdm --feature_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_001/features --seed 1 --offload --tdm_mask_mode attention_gated --attention_token_mode part --attention_part head --attention_edit dragon --attention_layers 28,29,30,31,32,33,34,35,36,37"
real_0010_seed_002,real_0010,2,Aleksandar/PartEdit-Bench,real,10,animal_head,cow,head,head,medium,0.0478515625,dragon,a cow standing on a street,a cow with dragon head standing on a street,core/data/partedit_subset/cases/real_0010/source.png,core/data/partedit_subset/cases/real_0010/gt_mask.png,core/data/partedit_subset/cases/real_0010/partedit_reference.png,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_002,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_002/tdm,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_002/features,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_002/run.log,flux-dev,2.0,15,2,4,True,none,False,attention_gated,part,head,dragon,"28,29,30,31,32,33,34,35,36,37",core/third_party/FollowYourShape/src,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_002/run_config.json,"cd core/third_party/FollowYourShape/src && python edit.py --source_img_dir ../../../data/partedit_subset/cases/real_0010/source.png --source_prompt 'a cow standing on a street' --target_prompt 'a cow with dragon head standing on a street' --guidance 2.0 --num_steps 15 --front 2 --inject 4 --name flux-dev --controlnet_type none --output_dir ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_002 --vis_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_002/tdm --feature_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0010/seed_002/features --seed 2 --offload --tdm_mask_mode attention_gated --attention_token_mode part --attention_part head --attention_edit dragon --attention_layers 28,29,30,31,32,33,34,35,36,37"
real_0004_seed_000,real_0004,0,Aleksandar/PartEdit-Bench,real,4,carhood,toyota,carhood,car hood,medium,0.053619384765625,rusted,a white toyota avanza parked in front of a house,a white toyota with rusted carhood avanza parked in front of a house,core/data/partedit_subset/cases/real_0004/source.png,core/data/partedit_subset/cases/real_0004/gt_mask.png,core/data/partedit_subset/cases/real_0004/partedit_reference.png,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_000,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_000/tdm,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_000/features,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_000/run.log,flux-dev,2.0,15,2,4,True,none,False,attention_gated,part,carhood,rusted,"28,29,30,31,32,33,34,35,36,37",core/third_party/FollowYourShape/src,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_000/run_config.json,"cd core/third_party/FollowYourShape/src && python edit.py --source_img_dir ../../../data/partedit_subset/cases/real_0004/source.png --source_prompt 'a white toyota avanza parked in front of a house' --target_prompt 'a white toyota with rusted carhood avanza parked in front of a house' --guidance 2.0 --num_steps 15 --front 2 --inject 4 --name flux-dev --controlnet_type none --output_dir ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_000 --vis_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_000/tdm --feature_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_000/features --seed 0 --offload --tdm_mask_mode attention_gated --attention_token_mode part --attention_part carhood --attention_edit rusted --attention_layers 28,29,30,31,32,33,34,35,36,37"
real_0004_seed_001,real_0004,1,Aleksandar/PartEdit-Bench,real,4,carhood,toyota,carhood,car hood,medium,0.053619384765625,rusted,a white toyota avanza parked in front of a house,a white toyota with rusted carhood avanza parked in front of a house,core/data/partedit_subset/cases/real_0004/source.png,core/data/partedit_subset/cases/real_0004/gt_mask.png,core/data/partedit_subset/cases/real_0004/partedit_reference.png,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_001,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_001/tdm,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_001/features,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_001/run.log,flux-dev,2.0,15,2,4,True,none,False,attention_gated,part,carhood,rusted,"28,29,30,31,32,33,34,35,36,37",core/third_party/FollowYourShape/src,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_001/run_config.json,"cd core/third_party/FollowYourShape/src && python edit.py --source_img_dir ../../../data/partedit_subset/cases/real_0004/source.png --source_prompt 'a white toyota avanza parked in front of a house' --target_prompt 'a white toyota with rusted carhood avanza parked in front of a house' --guidance 2.0 --num_steps 15 --front 2 --inject 4 --name flux-dev --controlnet_type none --output_dir ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_001 --vis_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_001/tdm --feature_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_001/features --seed 1 --offload --tdm_mask_mode attention_gated --attention_token_mode part --attention_part carhood --attention_edit rusted --attention_layers 28,29,30,31,32,33,34,35,36,37"
real_0004_seed_002,real_0004,2,Aleksandar/PartEdit-Bench,real,4,carhood,toyota,carhood,car hood,medium,0.053619384765625,rusted,a white toyota avanza parked in front of a house,a white toyota with rusted carhood avanza parked in front of a house,core/data/partedit_subset/cases/real_0004/source.png,core/data/partedit_subset/cases/real_0004/gt_mask.png,core/data/partedit_subset/cases/real_0004/partedit_reference.png,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_002,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_002/tdm,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_002/features,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_002/run.log,flux-dev,2.0,15,2,4,True,none,False,attention_gated,part,carhood,rusted,"28,29,30,31,32,33,34,35,36,37",core/third_party/FollowYourShape/src,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_002/run_config.json,"cd core/third_party/FollowYourShape/src && python edit.py --source_img_dir ../../../data/partedit_subset/cases/real_0004/source.png --source_prompt 'a white toyota avanza parked in front of a house' --target_prompt 'a white toyota with rusted carhood avanza parked in front of a house' --guidance 2.0 --num_steps 15 --front 2 --inject 4 --name flux-dev --controlnet_type none --output_dir ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_002 --vis_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_002/tdm --feature_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0004/seed_002/features --seed 2 --offload --tdm_mask_mode attention_gated --attention_token_mode part --attention_part carhood --attention_edit rusted --attention_layers 28,29,30,31,32,33,34,35,36,37"
real_0007_seed_000,real_0007,0,Aleksandar/PartEdit-Bench,real,7,chair,armchair,seat,seat,medium,0.0550079345703125,leather,a mahogany armchair,a mahogany armchair with leather seat,core/data/partedit_subset/cases/real_0007/source.png,core/data/partedit_subset/cases/real_0007/gt_mask.png,core/data/partedit_subset/cases/real_0007/partedit_reference.png,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_000,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_000/tdm,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_000/features,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_000/run.log,flux-dev,2.0,15,2,4,True,none,False,attention_gated,part,seat,leather,"28,29,30,31,32,33,34,35,36,37",core/third_party/FollowYourShape/src,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_000/run_config.json,"cd core/third_party/FollowYourShape/src && python edit.py --source_img_dir ../../../data/partedit_subset/cases/real_0007/source.png --source_prompt 'a mahogany armchair' --target_prompt 'a mahogany armchair with leather seat' --guidance 2.0 --num_steps 15 --front 2 --inject 4 --name flux-dev --controlnet_type none --output_dir ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_000 --vis_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_000/tdm --feature_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_000/features --seed 0 --offload --tdm_mask_mode attention_gated --attention_token_mode part --attention_part seat --attention_edit leather --attention_layers 28,29,30,31,32,33,34,35,36,37"
real_0007_seed_001,real_0007,1,Aleksandar/PartEdit-Bench,real,7,chair,armchair,seat,seat,medium,0.0550079345703125,leather,a mahogany armchair,a mahogany armchair with leather seat,core/data/partedit_subset/cases/real_0007/source.png,core/data/partedit_subset/cases/real_0007/gt_mask.png,core/data/partedit_subset/cases/real_0007/partedit_reference.png,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_001,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_001/tdm,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_001/features,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_001/run.log,flux-dev,2.0,15,2,4,True,none,False,attention_gated,part,seat,leather,"28,29,30,31,32,33,34,35,36,37",core/third_party/FollowYourShape/src,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_001/run_config.json,"cd core/third_party/FollowYourShape/src && python edit.py --source_img_dir ../../../data/partedit_subset/cases/real_0007/source.png --source_prompt 'a mahogany armchair' --target_prompt 'a mahogany armchair with leather seat' --guidance 2.0 --num_steps 15 --front 2 --inject 4 --name flux-dev --controlnet_type none --output_dir ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_001 --vis_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_001/tdm --feature_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_001/features --seed 1 --offload --tdm_mask_mode attention_gated --attention_token_mode part --attention_part seat --attention_edit leather --attention_layers 28,29,30,31,32,33,34,35,36,37"
real_0007_seed_002,real_0007,2,Aleksandar/PartEdit-Bench,real,7,chair,armchair,seat,seat,medium,0.0550079345703125,leather,a mahogany armchair,a mahogany armchair with leather seat,core/data/partedit_subset/cases/real_0007/source.png,core/data/partedit_subset/cases/real_0007/gt_mask.png,core/data/partedit_subset/cases/real_0007/partedit_reference.png,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_002,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_002/tdm,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_002/features,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_002/run.log,flux-dev,2.0,15,2,4,True,none,False,attention_gated,part,seat,leather,"28,29,30,31,32,33,34,35,36,37",core/third_party/FollowYourShape/src,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_002/run_config.json,"cd core/third_party/FollowYourShape/src && python edit.py --source_img_dir ../../../data/partedit_subset/cases/real_0007/source.png --source_prompt 'a mahogany armchair' --target_prompt 'a mahogany armchair with leather seat' --guidance 2.0 --num_steps 15 --front 2 --inject 4 --name flux-dev --controlnet_type none --output_dir ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_002 --vis_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_002/tdm --feature_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0007/seed_002/features --seed 2 --offload --tdm_mask_mode attention_gated --attention_token_mode part --attention_part seat --attention_edit leather --attention_layers 28,29,30,31,32,33,34,35,36,37"
real_0001_seed_000,real_0001,0,Aleksandar/PartEdit-Bench,real,1,animal_head,dog,head,head,medium,0.056949615478515625,cat,a dog running in the grass,a dog with cat head running in the grass,core/data/partedit_subset/cases/real_0001/source.png,core/data/partedit_subset/cases/real_0001/gt_mask.png,core/data/partedit_subset/cases/real_0001/partedit_reference.png,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_000,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_000/tdm,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_000/features,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_000/run.log,flux-dev,2.0,15,2,4,True,none,False,attention_gated,part,head,cat,"28,29,30,31,32,33,34,35,36,37",core/third_party/FollowYourShape/src,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_000/run_config.json,"cd core/third_party/FollowYourShape/src && python edit.py --source_img_dir ../../../data/partedit_subset/cases/real_0001/source.png --source_prompt 'a dog running in the grass' --target_prompt 'a dog with cat head running in the grass' --guidance 2.0 --num_steps 15 --front 2 --inject 4 --name flux-dev --controlnet_type none --output_dir ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_000 --vis_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_000/tdm --feature_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_000/features --seed 0 --offload --tdm_mask_mode attention_gated --attention_token_mode part --attention_part head --attention_edit cat --attention_layers 28,29,30,31,32,33,34,35,36,37"
real_0001_seed_001,real_0001,1,Aleksandar/PartEdit-Bench,real,1,animal_head,dog,head,head,medium,0.056949615478515625,cat,a dog running in the grass,a dog with cat head running in the grass,core/data/partedit_subset/cases/real_0001/source.png,core/data/partedit_subset/cases/real_0001/gt_mask.png,core/data/partedit_subset/cases/real_0001/partedit_reference.png,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_001,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_001/tdm,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_001/features,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_001/run.log,flux-dev,2.0,15,2,4,True,none,False,attention_gated,part,head,cat,"28,29,30,31,32,33,34,35,36,37",core/third_party/FollowYourShape/src,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_001/run_config.json,"cd core/third_party/FollowYourShape/src && python edit.py --source_img_dir ../../../data/partedit_subset/cases/real_0001/source.png --source_prompt 'a dog running in the grass' --target_prompt 'a dog with cat head running in the grass' --guidance 2.0 --num_steps 15 --front 2 --inject 4 --name flux-dev --controlnet_type none --output_dir ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_001 --vis_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_001/tdm --feature_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_001/features --seed 1 --offload --tdm_mask_mode attention_gated --attention_token_mode part --attention_part head --attention_edit cat --attention_layers 28,29,30,31,32,33,34,35,36,37"
real_0001_seed_002,real_0001,2,Aleksandar/PartEdit-Bench,real,1,animal_head,dog,head,head,medium,0.056949615478515625,cat,a dog running in the grass,a dog with cat head running in the grass,core/data/partedit_subset/cases/real_0001/source.png,core/data/partedit_subset/cases/real_0001/gt_mask.png,core/data/partedit_subset/cases/real_0001/partedit_reference.png,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_002,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_002/tdm,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_002/features,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_002/run.log,flux-dev,2.0,15,2,4,True,none,False,attention_gated,part,head,cat,"28,29,30,31,32,33,34,35,36,37",core/third_party/FollowYourShape/src,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_002/run_config.json,"cd core/third_party/FollowYourShape/src && python edit.py --source_img_dir ../../../data/partedit_subset/cases/real_0001/source.png --source_prompt 'a dog running in the grass' --target_prompt 'a dog with cat head running in the grass' --guidance 2.0 --num_steps 15 --front 2 --inject 4 --name flux-dev --controlnet_type none --output_dir ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_002 --vis_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_002/tdm --feature_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0001/seed_002/features --seed 2 --offload --tdm_mask_mode attention_gated --attention_token_mode part --attention_part head --attention_edit cat --attention_layers 28,29,30,31,32,33,34,35,36,37"
real_0000_seed_000,real_0000,0,Aleksandar/PartEdit-Bench,real,0,humanoid_torso,robot,torso,torso,large,0.09088516235351562,armored,a robot standing in a warehouse with boxes,a robot with armored torso standing in a warehouse with boxes,core/data/partedit_subset/cases/real_0000/source.png,core/data/partedit_subset/cases/real_0000/gt_mask.png,core/data/partedit_subset/cases/real_0000/partedit_reference.png,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_000,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_000/tdm,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_000/features,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_000/run.log,flux-dev,2.0,15,2,4,True,none,False,attention_gated,part,torso,armored,"28,29,30,31,32,33,34,35,36,37",core/third_party/FollowYourShape/src,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_000/run_config.json,"cd core/third_party/FollowYourShape/src && python edit.py --source_img_dir ../../../data/partedit_subset/cases/real_0000/source.png --source_prompt 'a robot standing in a warehouse with boxes' --target_prompt 'a robot with armored torso standing in a warehouse with boxes' --guidance 2.0 --num_steps 15 --front 2 --inject 4 --name flux-dev --controlnet_type none --output_dir ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_000 --vis_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_000/tdm --feature_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_000/features --seed 0 --offload --tdm_mask_mode attention_gated --attention_token_mode part --attention_part torso --attention_edit armored --attention_layers 28,29,30,31,32,33,34,35,36,37"
real_0000_seed_001,real_0000,1,Aleksandar/PartEdit-Bench,real,0,humanoid_torso,robot,torso,torso,large,0.09088516235351562,armored,a robot standing in a warehouse with boxes,a robot with armored torso standing in a warehouse with boxes,core/data/partedit_subset/cases/real_0000/source.png,core/data/partedit_subset/cases/real_0000/gt_mask.png,core/data/partedit_subset/cases/real_0000/partedit_reference.png,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_001,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_001/tdm,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_001/features,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_001/run.log,flux-dev,2.0,15,2,4,True,none,False,attention_gated,part,torso,armored,"28,29,30,31,32,33,34,35,36,37",core/third_party/FollowYourShape/src,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_001/run_config.json,"cd core/third_party/FollowYourShape/src && python edit.py --source_img_dir ../../../data/partedit_subset/cases/real_0000/source.png --source_prompt 'a robot standing in a warehouse with boxes' --target_prompt 'a robot with armored torso standing in a warehouse with boxes' --guidance 2.0 --num_steps 15 --front 2 --inject 4 --name flux-dev --controlnet_type none --output_dir ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_001 --vis_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_001/tdm --feature_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_001/features --seed 1 --offload --tdm_mask_mode attention_gated --attention_token_mode part --attention_part torso --attention_edit armored --attention_layers 28,29,30,31,32,33,34,35,36,37"
real_0000_seed_002,real_0000,2,Aleksandar/PartEdit-Bench,real,0,humanoid_torso,robot,torso,torso,large,0.09088516235351562,armored,a robot standing in a warehouse with boxes,a robot with armored torso standing in a warehouse with boxes,core/data/partedit_subset/cases/real_0000/source.png,core/data/partedit_subset/cases/real_0000/gt_mask.png,core/data/partedit_subset/cases/real_0000/partedit_reference.png,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_002,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_002/tdm,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_002/features,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_002/run.log,flux-dev,2.0,15,2,4,True,none,False,attention_gated,part,torso,armored,"28,29,30,31,32,33,34,35,36,37",core/third_party/FollowYourShape/src,core/results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_002/run_config.json,"cd core/third_party/FollowYourShape/src && python edit.py --source_img_dir ../../../data/partedit_subset/cases/real_0000/source.png --source_prompt 'a robot standing in a warehouse with boxes' --target_prompt 'a robot with armored torso standing in a warehouse with boxes' --guidance 2.0 --num_steps 15 --front 2 --inject 4 --name flux-dev --controlnet_type none --output_dir ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_002 --vis_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_002/tdm --feature_path ../../../results/fys_mask_ablation/attention_gated_tdm_part/real_0000/seed_002/features --seed 2 --offload --tdm_mask_mode attention_gated --attention_token_mode part --attention_part torso --attention_edit armored --attention_layers 28,29,30,31,32,33,34,35,36,37"
