row_uid,case_uid,seed,method,part,edit,part_size,footprint_change,source_prompt,target_prompt,source_image,gt_mask,edited_image,scout_binary_mask,scout_soft_mask,mask_iou,mask_ap,mask_area_over_gt,strict_outside_mask_l1_aux,strict_inside_mask_l1_aux,strict_outside_mask_mse,strict_inside_mask_mse,strict_outside_mask_psnr,strict_inside_mask_psnr,strict_outside_mask_global_ssim,strict_inside_mask_global_ssim,buffered_outside_mask_l1_aux,buffered_inside_mask_l1_aux,buffered_outside_mask_mse,buffered_inside_mask_mse,buffered_outside_mask_psnr,buffered_inside_mask_psnr,buffered_outside_mask_global_ssim,buffered_inside_mask_global_ssim,strict_outside_mask_lpips,buffered_outside_mask_lpips,status
endpoint_projection::synth_0010::seed_000,synth_0010,0,endpoint_projection,torso,batman,medium,comparable,A robot at a school,A robot with batman torso at a school,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0010/source.png,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0010/gt_mask.png,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/endpoint_projection/synth_0010/seed_000/img_0.jpg,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0010/seed_000/tdm/hybrid_binary_tdm_attention.npy,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0010/seed_000/tdm/hybrid_smoothed_tdm_attention.npy,0.2672292545710267,0.586431695031565,2.6775510204081634,0.032500430941581726,0.16934390366077423,0.005109321791678667,0.0616888590157032,22.916367440295424,12.097932623020826,0.949575082538963,0.6231153989420216,0.028672751039266586,0.12157731503248215,0.0042026774026453495,0.03745100647211075,23.76473945142787,14.265365064181763,0.9547604897686981,0.7855317310805762,0.10350745916366577,0.08827190846204758,evaluated
endpoint_projection::synth_0011::seed_000,synth_0011,0,endpoint_projection,torso,spiderman,small,comparable,A robot at a museum,A robot with spiderman torso at a museum,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0011/source.png,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0011/gt_mask.png,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/endpoint_projection/synth_0011/seed_000/img_0.jpg,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0011/seed_000/tdm/hybrid_binary_tdm_attention.npy,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0011/seed_000/tdm/hybrid_smoothed_tdm_attention.npy,0.3115264797507788,0.7331820817608681,3.048076923076923,0.02247130684554577,0.12071409076452255,0.001915805391035974,0.02896524779498577,27.176486089796775,15.381227518003586,0.9701082683602693,0.8199035957762543,0.02046610228717327,0.07605046778917313,0.001432541524991393,0.015868691727519035,28.43892780311187,17.994588765809986,0.9773909476979608,0.8500416221479308,0.07057791948318481,0.06206762418150902,evaluated
endpoint_projection::synth_0012::seed_000,synth_0012,0,endpoint_projection,torso,spiderman,large,comparable,A robot at a museum,A robot with spiderman torso at a museum,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0012/source.png,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0012/gt_mask.png,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/endpoint_projection/synth_0012/seed_000/img_0.jpg,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0012/seed_000/tdm/hybrid_binary_tdm_attention.npy,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0012/seed_000/tdm/hybrid_smoothed_tdm_attention.npy,0.2642924086223055,0.43801226960310546,3.4375,0.03857427462935448,0.19759657979011536,0.007347410079091787,0.07207169383764267,21.3386572031397,11.422352709793115,0.9456143570207455,0.6051649130276049,0.031873609870672226,0.13952574133872986,0.004915309138596058,0.04700765758752823,23.08449162884866,13.278313893596433,0.9620084985778891,0.759913733573171,0.12696263194084167,0.09239991754293442,evaluated
endpoint_projection::synth_0013::seed_000,synth_0013,0,endpoint_projection,torso,uniform,small,comparable,A alien at a school,A alien with uniform torso at a school,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0013/source.png,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0013/gt_mask.png,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/endpoint_projection/synth_0013/seed_000/img_0.jpg,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0013/seed_000/tdm/hybrid_binary_tdm_attention.npy,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0013/seed_000/tdm/hybrid_smoothed_tdm_attention.npy,0.16791044776119404,0.7535987756873348,5.955555555555556,0.033580392599105835,0.17419524490833282,0.0049039823934435844,0.049963828176259995,23.094510977155842,13.013442938340871,0.9410355970291151,0.6829239327528795,0.03112402744591236,0.10959932953119278,0.004110720939934254,0.02934488281607628,23.860820046986753,15.324676204299461,0.9480697513177534,0.7965563331507681,0.06996721029281616,0.056273214519023895,evaluated
endpoint_projection::synth_0014::seed_000,synth_0014,0,endpoint_projection,torso,robot,medium,comparable,A alien at a gym,A alien with robot torso at a gym,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0014/source.png,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0014/gt_mask.png,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/endpoint_projection/synth_0014/seed_000/img_0.jpg,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0014/seed_000/tdm/hybrid_binary_tdm_attention.npy,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0014/seed_000/tdm/hybrid_smoothed_tdm_attention.npy,,,,,,,,,,,,,,,,,,,,,,output_not_saved_safety_filter
endpoint_projection::synth_0015::seed_000,synth_0015,0,endpoint_projection,torso,formal-suit,large,comparable,A robot at a restaurant,A robot with formal-suit torso at a restaurant,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0015/source.png,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0015/gt_mask.png,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/endpoint_projection/synth_0015/seed_000/img_0.jpg,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0015/seed_000/tdm/hybrid_binary_tdm_attention.npy,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0015/seed_000/tdm/hybrid_smoothed_tdm_attention.npy,0.1523988711194732,0.20336618874913137,2.769230769230769,0.043217770755290985,0.07200887799263,0.008168992586433887,0.019141441211104393,20.87831498073353,17.180253661168518,0.9542033658473136,0.91333813696955,0.03930088132619858,0.0748598724603653,0.006671566516160965,0.02025012858211994,21.757721796597696,16.93572214803492,0.9615460840771433,0.9088630251145858,0.12507621943950653,0.10001442581415176,evaluated
endpoint_projection::synth_0016::seed_000,synth_0016,0,endpoint_projection,torso,armor,large,comparable,A girl at a stadium,A girl with armor torso at a stadium,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0016/source.png,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0016/gt_mask.png,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/endpoint_projection/synth_0016/seed_000/img_0.jpg,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0016/seed_000/tdm/hybrid_binary_tdm_attention.npy,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0016/seed_000/tdm/hybrid_smoothed_tdm_attention.npy,0.38584779706275035,0.47765324596996805,1.2813186813186814,0.03342875465750694,0.12548406422138214,0.004734092857688665,0.036073751747608185,23.247632277786554,14.428086877744521,0.9576572994410422,0.7032845176922201,0.03054429404437542,0.0940413698554039,0.0035113736521452665,0.02629084885120392,24.54522953949479,15.801953916250014,0.9692303558028516,0.7985155269340137,0.11535310000181198,0.08605699241161346,evaluated
endpoint_projection::synth_0017::seed_000,synth_0017,0,endpoint_projection,torso,robotic-parts,large,comparable,A dinosaur at a museum,A dinosaur with robotic-parts torso at a museum,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0017/source.png,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0017/gt_mask.png,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/endpoint_projection/synth_0017/seed_000/img_0.jpg,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0017/seed_000/tdm/hybrid_binary_tdm_attention.npy,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0017/seed_000/tdm/hybrid_smoothed_tdm_attention.npy,0.29607250755287007,0.32255135844781435,2.142857142857143,0.03680741786956787,0.09219194948673248,0.005127175711095333,0.01854178123176098,22.901217987968742,17.318485473238663,0.9668578247736217,0.84278030032651,0.03399621322751045,0.08069097995758057,0.004150105640292168,0.017571132630109787,23.81940848248864,17.552002431061467,0.9727940277507472,0.9087113665792595,0.11523668467998505,0.1017002984881401,evaluated
endpoint_projection::synth_0018::seed_000,synth_0018,0,endpoint_projection,torso,armor,medium,comparable,A boy at a restaurant,A boy with armor torso at a restaurant,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0018/source.png,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0018/gt_mask.png,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/endpoint_projection/synth_0018/seed_000/img_0.jpg,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0018/seed_000/tdm/hybrid_binary_tdm_attention.npy,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0018/seed_000/tdm/hybrid_smoothed_tdm_attention.npy,0.31839622641509435,0.484839314951454,1.8090452261306533,0.03491921350359917,0.14304757118225098,0.004176250193268061,0.037854164838790894,23.79213491255578,14.218863310384645,0.9511559669788187,0.5512208738354419,0.03173505514860153,0.10521002113819122,0.003282687161117792,0.02529766783118248,24.837705034034553,15.969195141891483,0.9588223028859083,0.7852754166130496,0.16674983501434326,0.14792479574680328,evaluated
endpoint_projection::synth_0019::seed_000,synth_0019,0,endpoint_projection,hair,Wavy,medium,comparable,A Portrait of girl at a forest,A Portrait of girl with Wavy hair at a forest,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0019/source.png,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0019/gt_mask.png,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/endpoint_projection/synth_0019/seed_000/img_0.jpg,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0019/seed_000/tdm/hybrid_binary_tdm_attention.npy,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0019/seed_000/tdm/hybrid_smoothed_tdm_attention.npy,0.35728542914171657,0.41072941706384747,1.6877470355731226,0.019102616235613823,0.047911833971738815,0.0012042539892718196,0.0054416777566075325,29.192819063455868,22.64267179695329,0.97665161970911,0.9008035786172071,0.015560842119157314,0.041631411761045456,0.000580537598580122,0.004915617872029543,32.36169647885626,23.084218854518348,0.9874714152029841,0.94644513977139,0.12782834470272064,0.10133242607116699,evaluated
endpoint_projection::synth_0020::seed_000,synth_0020,0,endpoint_projection,hair,Curls,large,comparable,A Portrait of boy at a park,A Portrait of boy with Curls hair at a park,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0020/source.png,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0020/gt_mask.png,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/endpoint_projection/synth_0020/seed_000/img_0.jpg,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0020/seed_000/tdm/hybrid_binary_tdm_attention.npy,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0020/seed_000/tdm/hybrid_smoothed_tdm_attention.npy,0.601113172541744,0.8316019503810058,0.9930715935334873,0.014865280129015446,0.0358201265335083,0.0006226773839443922,0.0027922294102609158,32.057369078558,25.540489028406327,0.9930750513897011,0.9554081655547957,0.013440174981951714,0.02905317209661007,0.0004782062896993011,0.00208144704811275,33.20384716041793,26.816346330620725,0.9951809691265739,0.9736193249364274,0.06638327986001968,0.049028754234313965,evaluated
endpoint_projection::synth_0021::seed_000,synth_0021,0,endpoint_projection,hair,Afro,large,comparable,A Portrait of boy at a beach,A Portrait of boy with Afro hair at a beach,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0021/source.png,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0021/gt_mask.png,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/endpoint_projection/synth_0021/seed_000/img_0.jpg,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0021/seed_000/tdm/hybrid_binary_tdm_attention.npy,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0021/seed_000/tdm/hybrid_smoothed_tdm_attention.npy,0.39402173913043476,0.6905727542849203,0.5177514792899408,0.02192884124815464,0.05598154664039612,0.0010095767211169004,0.0060028559528291225,29.958606719737833,22.216420780404338,0.9800828277250843,0.9260889209591645,0.020959915593266487,0.03986498340964317,0.0008278952445834875,0.003798555349931121,30.820246119802064,24.203815409736556,0.9824684707693683,0.9662178291405085,0.13548921048641205,0.11340218782424927,evaluated
endpoint_projection::synth_0022::seed_000,synth_0022,0,endpoint_projection,hair,Kinky,medium,comparable,A Portrait of boy at a park,A Portrait of boy with Kinky hair at a park,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0022/source.png,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0022/gt_mask.png,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/endpoint_projection/synth_0022/seed_000/img_0.jpg,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0022/seed_000/tdm/hybrid_binary_tdm_attention.npy,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0022/seed_000/tdm/hybrid_smoothed_tdm_attention.npy,0.8523489932885906,0.9669846061960613,0.9300699300699301,0.015746675431728363,0.05685650184750557,0.0005947694298811257,0.005196425598114729,32.25651361560852,22.842952865167646,0.9915583203600412,0.8208425052234286,0.015154200606048107,0.033125150948762894,0.0005058321403339505,0.002718548057600856,32.95993579249784,25.65662985279012,0.9931382025375066,0.965707219370672,0.055640555918216705,0.04688403010368347,evaluated
endpoint_projection::synth_0023::seed_000,synth_0023,0,endpoint_projection,hair,blond,small,comparable,A Portrait of man at a beach,A Portrait of man with blond hair at a beach,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0023/source.png,/autodl-fs/data/heldout-control-run/core/data/partedit_subset/cases/synth_0023/gt_mask.png,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/endpoint_projection/synth_0023/seed_000/img_0.jpg,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0023/seed_000/tdm/hybrid_binary_tdm_attention.npy,/autodl-fs/data/heldout-control-run/core/results/heldout_control_comparison/attention_mask_scout/synth_0023/seed_000/tdm/hybrid_smoothed_tdm_attention.npy,0.6266666666666667,0.8544583599055994,1.280373831775701,0.01700199767947197,0.06307189166545868,0.0006630147690884769,0.007258064579218626,31.784767972932837,21.391791719478732,0.9871070015687018,0.8996617064920179,0.01667843945324421,0.029882941395044327,0.0006152521236799657,0.002517634304240346,32.109468785582784,25.990073525381195,0.9844336173228997,0.9708195333219396,0.11385837197303772,0.10516344755887985,evaluated
