review_uid,part,edit,source_prompt,target_prompt,source_image,candidate_image,local_edit_success_0_2,non_target_preservation_0_2,overall_prompt_adherence_0_2,visual_quality_0_2,short_note,reviewer_id,review_position,row_uid,case_uid,seed,method,part_size,footprint_change,frozen_review_position,joint_success,strict_joint_success
item_82f6bce6430d,hair,Afro,A Portrait of boy at a beach,A Portrait of boy with Afro hair at a beach,assets/source_0038f682b22a.png,assets/item_82f6bce6430d.jpg,1,1,1,1,,reviewer_1,16,endpoint_projection::synth_0021::seed_000,synth_0021,0,endpoint_projection,large,comparable,16,1,0
item_989717db433a,head,dog,A bear at a jungle,A bear with dog head at a jungle,assets/source_f71c7b525544.png,assets/item_989717db433a.jpg,0,1,1,2,,reviewer_1,17,original_fys_tdm::synth_0030::seed_000,synth_0030,0,original_fys_tdm,small,contraction,17,0,0
item_94031d94370b,torso,uniform,A alien at a school,A alien with uniform torso at a school,assets/source_4ad3086c4953.png,assets/item_94031d94370b.jpg,1,1,2,2,,reviewer_1,19,endpoint_projection::synth_0013::seed_000,synth_0013,0,endpoint_projection,small,comparable,19,1,0
item_b1461c244229,car hood,Digital-Camouflage,A full front facing view of racing car at a parking lot,A full front facing view of racing car with Digital-Camouflage car hood at a parking lot,assets/source_073b896945b5.png,assets/item_b1461c244229.jpg,2,0,2,2,,reviewer_1,23,original_fys_tdm::synth_0052::seed_000,synth_0052,0,original_fys_tdm,medium,comparable,23,0,0
item_ff0b1a04df65,hair,Wavy,A Portrait of girl at a forest,A Portrait of girl with Wavy hair at a forest,assets/source_53e8e39bcf1e.png,assets/item_ff0b1a04df65.jpg,2,2,2,2,,reviewer_1,24,original_fys_tdm::synth_0019::seed_000,synth_0019,0,original_fys_tdm,medium,comparable,24,1,1
item_f5afee77c5fe,head,tattooed,A robot at a office,A robot with tattooed head at a office,assets/source_1e365ebd5ac6.png,assets/item_f5afee77c5fe.jpg,0,0,0,2,,reviewer_1,25,original_fys_tdm::synth_0004::seed_000,synth_0004,0,original_fys_tdm,medium,comparable,25,0,0
item_7d18a987ad0e,torso,uniform,A alien at a school,A alien with uniform torso at a school,assets/source_4ad3086c4953.png,assets/item_7d18a987ad0e.jpg,2,1,2,2,,reviewer_1,26,original_fys_tdm::synth_0013::seed_000,synth_0013,0,original_fys_tdm,small,comparable,26,1,0
item_6e938f90cca1,torso,batman,A robot at a school,A robot with batman torso at a school,assets/source_8bcbeeb53dd4.png,assets/item_6e938f90cca1.jpg,2,1,2,2,,reviewer_1,28,residual_rk2::synth_0010::seed_000,synth_0010,0,residual_rk2,medium,comparable,28,1,0
item_94999319bbfe,hair,Curls,A Portrait of man at a house,A Portrait of man with Curls hair at a house,assets/source_1837be64cd68.png,assets/item_94999319bbfe.jpg,2,1,2,2,,reviewer_1,31,endpoint_projection::synth_0026::seed_000,synth_0026,0,endpoint_projection,small,expansion,31,1,0
item_5b68ff905a00,seat,fabric,A closeup leather chair at a apartment,A closeup leather chair with fabric seat at a apartment,assets/source_278976611c82.png,assets/item_5b68ff905a00.jpg,2,2,2,2,,reviewer_1,32,endpoint_projection::synth_0056::seed_000,synth_0056,0,endpoint_projection,medium,comparable,32,1,1
item_e57a4ffd3b2e,head,dog,A bear at a jungle,A bear with dog head at a jungle,assets/source_f71c7b525544.png,assets/item_e57a4ffd3b2e.jpg,0,2,0,2,,reviewer_1,33,endpoint_projection::synth_0030::seed_000,synth_0030,0,endpoint_projection,small,contraction,33,0,0
item_f890939f9036,hair,Kinky,A Portrait of boy at a park,A Portrait of boy with Kinky hair at a park,assets/source_0d500a8d6ca9.png,assets/item_f890939f9036.jpg,2,2,2,2,,reviewer_1,34,endpoint_projection::synth_0022::seed_000,synth_0022,0,endpoint_projection,medium,comparable,34,1,1
item_2a0ea12c275d,head,robot,A alien at a museum,A alien with robot head at a museum,assets/source_0776f3ccf0e9.png,assets/item_2a0ea12c275d.jpg,2,0,2,2,,reviewer_1,36,endpoint_projection::synth_0003::seed_000,synth_0003,0,endpoint_projection,large,comparable,36,0,0
item_1a8758759590,seat,rusted,A closeup folding chair at a classroom,A closeup folding chair with rusted seat at a classroom,assets/source_97eab3ccdecd.png,assets/item_1a8758759590.jpg,2,2,2,2,,reviewer_1,37,endpoint_projection::synth_0058::seed_000,synth_0058,0,endpoint_projection,medium,comparable,37,1,1
item_791f6819ffaf,torso,formal-suit,A robot at a restaurant,A robot with formal-suit torso at a restaurant,assets/source_2e6979609916.png,assets/item_791f6819ffaf.jpg,0,0,0,0,,reviewer_1,38,residual_rk2::synth_0015::seed_000,synth_0015,0,residual_rk2,large,comparable,38,0,0
item_4abb4abb054f,car body,armored,A luxury-car at a mountain road,A luxury-car with armored car body at a mountain road,assets/source_4a1c085cfce4.png,assets/item_4abb4abb054f.jpg,0,1,0,2,,reviewer_1,39,original_fys_tdm::synth_0046::seed_000,synth_0046,0,original_fys_tdm,large,comparable,39,0,0
item_764387116964,head,unicorn,A dog at a mountain,A dog with unicorn head at a mountain,assets/source_ee57f3a3ed86.png,assets/item_764387116964.jpg,0,2,0,0,,reviewer_1,40,residual_rk2::synth_0034::seed_000,synth_0034,0,residual_rk2,small,expansion,40,0,0
item_6e2bbd7dc8f3,seat,wooden,A closeup leather chair at a classroom,A closeup leather chair with wooden seat at a classroom,assets/source_bda38536db22.png,assets/item_6e2bbd7dc8f3.jpg,0,2,0,1,,reviewer_1,42,residual_rk2::synth_0059::seed_000,synth_0059,0,residual_rk2,medium,comparable,42,0,0
item_d035694e9cf2,head,robot,A alien at a city,A alien with robot head at a city,assets/source_6094cd95fb45.png,assets/item_d035694e9cf2.jpg,0,0,0,1,,reviewer_1,43,residual_rk2::synth_0000::seed_000,synth_0000,0,residual_rk2,small,comparable,43,0,0
item_cb5912cbc93a,head,alien,A robot at a park,A robot with alien head at a park,assets/source_f388d78833d6.png,assets/item_cb5912cbc93a.jpg,1,0,1,2,,reviewer_1,44,original_fys_tdm::synth_0008::seed_000,synth_0008,0,original_fys_tdm,small,comparable,44,0,0
item_306df98db32f,head,unicorn,A cow at a house,A cow with unicorn head at a house,assets/source_70a3202c4158.png,assets/item_306df98db32f.jpg,1,0,1,2,,reviewer_1,45,original_fys_tdm::synth_0039::seed_000,synth_0039,0,original_fys_tdm,small,expansion,45,0,0
item_1d33ecc7809f,hair,Kinky,A Portrait of boy at a park,A Portrait of boy with Kinky hair at a park,assets/source_0d500a8d6ca9.png,assets/item_1d33ecc7809f.jpg,1,0,1,2,,reviewer_1,50,original_fys_tdm::synth_0022::seed_000,synth_0022,0,original_fys_tdm,medium,comparable,50,0,0
item_7d2c9c1177d0,head,unicorn,A cow at a house,A cow with unicorn head at a house,assets/source_70a3202c4158.png,assets/item_7d2c9c1177d0.jpg,1,1,2,2,,reviewer_1,51,endpoint_projection::synth_0039::seed_000,synth_0039,0,endpoint_projection,small,expansion,51,1,0
item_c08f544037a0,head,cheetah,A cat at a museum,A cat with cheetah head at a museum,assets/source_f3d1d79f0351.png,assets/item_c08f544037a0.jpg,2,2,1,2,,reviewer_1,53,residual_rk2::synth_0035::seed_000,synth_0035,0,residual_rk2,small,expansion,53,1,1
item_c65bb88c4b5c,torso,robotic-parts,A dinosaur at a museum,A dinosaur with robotic-parts torso at a museum,assets/source_1e3c08a912fe.png,assets/item_c65bb88c4b5c.jpg,0,0,0,2,,reviewer_1,55,original_fys_tdm::synth_0017::seed_000,synth_0017,0,original_fys_tdm,large,comparable,55,0,0
item_d5875b11a49a,car hood,black,A racing-car at a highway,A racing-car with black car hood at a highway,assets/source_af6b5e577958.png,assets/item_d5875b11a49a.jpg,2,1,1,2,,reviewer_1,58,original_fys_tdm::synth_0050::seed_000,synth_0050,0,original_fys_tdm,small,comparable,59,1,0
item_637e733dfa31,hair,Kinky,A Portrait of boy at a park,A Portrait of boy with Kinky hair at a park,assets/source_0d500a8d6ca9.png,assets/item_637e733dfa31.jpg,1,2,2,2,,reviewer_1,59,residual_rk2::synth_0022::seed_000,synth_0022,0,residual_rk2,medium,comparable,60,1,0
item_c913b5033789,torso,batman,A robot at a school,A robot with batman torso at a school,assets/source_8bcbeeb53dd4.png,assets/item_c913b5033789.jpg,2,0,2,2,,reviewer_1,60,endpoint_projection::synth_0010::seed_000,synth_0010,0,endpoint_projection,medium,comparable,61,0,0
item_9cd270e31611,car body,armored,A luxury-car at a mountain road,A luxury-car with armored car body at a mountain road,assets/source_4a1c085cfce4.png,assets/item_9cd270e31611.jpg,0,1,1,2,,reviewer_1,61,residual_rk2::synth_0046::seed_000,synth_0046,0,residual_rk2,large,comparable,62,0,0
item_b8ca2454927b,torso,armor,A girl at a stadium,A girl with armor torso at a stadium,assets/source_05f0e921e87d.png,assets/item_b8ca2454927b.jpg,2,1,2,2,,reviewer_1,62,endpoint_projection::synth_0016::seed_000,synth_0016,0,endpoint_projection,large,comparable,63,1,0
item_5a7a517e13a8,head,dragon,A dog at a farm,A dog with dragon head at a farm,assets/source_2a043df583fd.png,assets/item_5a7a517e13a8.jpg,0,2,0,0,,reviewer_1,64,residual_rk2::synth_0037::seed_000,synth_0037,0,residual_rk2,small,expansion,65,0,0
item_9ad1a3d89bb7,seat,fabric,A closeup leather chair at a apartment,A closeup leather chair with fabric seat at a apartment,assets/source_278976611c82.png,assets/item_9ad1a3d89bb7.jpg,2,0,2,2,,reviewer_1,65,original_fys_tdm::synth_0056::seed_000,synth_0056,0,original_fys_tdm,medium,comparable,66,0,0
item_f5f295cf1cee,car hood,Digital-Camouflage,A full front facing view of racing car at a parking lot,A full front facing view of racing car with Digital-Camouflage car hood at a parking lot,assets/source_073b896945b5.png,assets/item_f5f295cf1cee.jpg,2,1,2,2,,reviewer_1,66,endpoint_projection::synth_0052::seed_000,synth_0052,0,endpoint_projection,medium,comparable,67,1,0
item_9b2e3ab6398a,hair,Curley,A Portrait of girl at a mountain,A Portrait of girl with Curley hair at a mountain,assets/source_c6abd9790d67.png,assets/item_9b2e3ab6398a.jpg,2,2,2,2,,reviewer_1,67,residual_rk2::synth_0024::seed_000,synth_0024,0,residual_rk2,large,expansion,68,1,1
item_9ccd1a0d5ab4,car hood,vinyl-art,A classic-car at a garage,A classic-car with vinyl-art car hood at a garage,assets/source_f3b27b9b2ef0.png,assets/item_9ccd1a0d5ab4.jpg,0,0,0,0,,reviewer_1,69,endpoint_projection::synth_0051::seed_000,synth_0051,0,endpoint_projection,small,comparable,70,0,0
item_4749298fa6a0,torso,armor,A boy at a restaurant,A boy with armor torso at a restaurant,assets/source_cea0cb0755a1.png,assets/item_4749298fa6a0.jpg,2,0,2,1,,reviewer_1,72,original_fys_tdm::synth_0018::seed_000,synth_0018,0,original_fys_tdm,medium,comparable,73,0,0
item_39f3d8af4f2c,head,lion,A bear at a zoo,A bear with lion head at a zoo,assets/source_1d46ca4f754d.png,assets/item_39f3d8af4f2c.jpg,0,2,0,2,,reviewer_1,73,endpoint_projection::synth_0036::seed_000,synth_0036,0,endpoint_projection,medium,comparable,74,0,0
item_53e2f3e42759,car body,rusted,A classic-car at a suburban road,A classic-car with rusted car body at a suburban road,assets/source_a90c17d919ed.png,assets/item_53e2f3e42759.jpg,2,1,2,2,,reviewer_1,75,endpoint_projection::synth_0048::seed_000,synth_0048,0,endpoint_projection,large,comparable,76,1,0
item_7503a2ae9742,seat,rusted,A closeup folding chair at a classroom,A closeup folding chair with rusted seat at a classroom,assets/source_97eab3ccdecd.png,assets/item_7503a2ae9742.jpg,2,1,2,2,,reviewer_1,76,residual_rk2::synth_0058::seed_000,synth_0058,0,residual_rk2,medium,comparable,77,1,0
item_f690807eae27,car body,neon-lit,A classic-car at a suburban road,A classic-car with neon-lit car body at a suburban road,assets/source_3ae69c2a9e97.png,assets/item_f690807eae27.jpg,2,2,2,2,,reviewer_1,78,residual_rk2::synth_0049::seed_000,synth_0049,0,residual_rk2,large,comparable,80,1,1
item_42bc49022224,hair,blond,A Portrait of man at a beach,A Portrait of man with blond hair at a beach,assets/source_6ce9a1e568d3.png,assets/item_42bc49022224.jpg,2,1,2,2,,reviewer_1,79,endpoint_projection::synth_0023::seed_000,synth_0023,0,endpoint_projection,small,comparable,81,1,0
item_5da91540b93e,hair,Wavy,A Portrait of girl at a forest,A Portrait of girl with Wavy hair at a forest,assets/source_53e8e39bcf1e.png,assets/item_5da91540b93e.jpg,2,0,2,2,,reviewer_1,80,endpoint_projection::synth_0019::seed_000,synth_0019,0,endpoint_projection,medium,comparable,82,0,0
item_e47b1cf709ee,head,tiger,A bear at a pool,A bear with tiger head at a pool,assets/source_41c7b285ef4c.png,assets/item_e47b1cf709ee.jpg,1,2,1,2,,reviewer_1,81,endpoint_projection::synth_0040::seed_000,synth_0040,0,endpoint_projection,small,comparable,83,1,0
item_4f474d95bbcc,head,dragon,A horse at a jungle,A horse with dragon head at a jungle,assets/source_2b822a970173.png,assets/item_4f474d95bbcc.jpg,0,1,0,1,,reviewer_1,82,endpoint_projection::synth_0031::seed_000,synth_0031,0,endpoint_projection,medium,expansion,84,0,0
item_9a74a038f109,head,dragon,A cow at a restaurant,A cow with dragon head at a restaurant,assets/source_591f63abb2fa.png,assets/item_9a74a038f109.jpg,0,1,0,2,,reviewer_1,83,residual_rk2::synth_0028::seed_000,synth_0028,0,residual_rk2,small,comparable,85,0,0
item_5cf8361b4785,hair,Curls,A Portrait of woman at a school,A Portrait of woman with Curls hair at a school,assets/source_8a5f145d5ed6.png,assets/item_5cf8361b4785.jpg,2,1,2,2,,reviewer_1,84,original_fys_tdm::synth_0027::seed_000,synth_0027,0,original_fys_tdm,large,comparable,86,1,0
item_9350cbac77b6,head,cat,A dog at a restaurant,A dog with cat head at a restaurant,assets/source_ca463355e687.png,assets/item_9350cbac77b6.jpg,0,0,0,2,,reviewer_1,85,endpoint_projection::synth_0033::seed_000,synth_0033,0,endpoint_projection,medium,comparable,87,0,0
item_4ac928e0843e,hair,Curley,A Portrait of girl at a mountain,A Portrait of girl with Curley hair at a mountain,assets/source_c6abd9790d67.png,assets/item_4ac928e0843e.jpg,2,2,2,2,,reviewer_1,86,endpoint_projection::synth_0024::seed_000,synth_0024,0,endpoint_projection,large,expansion,88,1,1
item_f55bf89d3f65,head,lion,A dog at a pool,A dog with lion head at a pool,assets/source_fc07bb02f53f.png,assets/item_f55bf89d3f65.jpg,0,0,0,2,,reviewer_1,88,original_fys_tdm::synth_0029::seed_000,synth_0029,0,original_fys_tdm,small,expansion,90,0,0
item_6105f2f63090,car body,neon-lit,A classic-car at a suburban road,A classic-car with neon-lit car body at a suburban road,assets/source_3ae69c2a9e97.png,assets/item_6105f2f63090.jpg,2,1,2,2,,reviewer_1,89,original_fys_tdm::synth_0049::seed_000,synth_0049,0,original_fys_tdm,large,comparable,91,1,0
item_ddd6b6d6e003,car hood,Rusty,A full front facing view of Porsche car at a road,A full front facing view of Porsche car with Rusty car hood at a road,assets/source_7e515b8abb95.png,assets/item_ddd6b6d6e003.jpg,0,1,1,1,,reviewer_1,90,residual_rk2::synth_0054::seed_000,synth_0054,0,residual_rk2,small,comparable,92,0,0
item_72e8dd406bfe,head,bear,A alien at a museum,A alien with bear head at a museum,assets/source_30f9afb55b24.png,assets/item_72e8dd406bfe.jpg,0,1,0,2,,reviewer_1,91,endpoint_projection::synth_0009::seed_000,synth_0009,0,endpoint_projection,large,comparable,93,0,0
item_a645d6b4738f,head,dragon,A horse at a zoo,A horse with dragon head at a zoo,assets/source_dbfa710ac399.png,assets/item_a645d6b4738f.jpg,0,2,0,2,,reviewer_1,92,residual_rk2::synth_0038::seed_000,synth_0038,0,residual_rk2,large,expansion,94,0,0
item_2ecdedd8a2b2,torso,armor,A girl at a stadium,A girl with armor torso at a stadium,assets/source_05f0e921e87d.png,assets/item_2ecdedd8a2b2.jpg,0,0,0,2,,reviewer_1,93,original_fys_tdm::synth_0016::seed_000,synth_0016,0,original_fys_tdm,large,comparable,95,0,0
item_bbbe7c9b7d89,car hood,vinyl-art,A classic-car at a garage,A classic-car with vinyl-art car hood at a garage,assets/source_f3b27b9b2ef0.png,assets/item_bbbe7c9b7d89.jpg,2,1,2,2,,reviewer_1,94,residual_rk2::synth_0051::seed_000,synth_0051,0,residual_rk2,small,comparable,96,1,0
item_34f55c7b5d53,torso,spiderman,A robot at a museum,A robot with spiderman torso at a museum,assets/source_7e6e7b988446.png,assets/item_34f55c7b5d53.jpg,0,0,0,2,,reviewer_1,96,original_fys_tdm::synth_0012::seed_000,synth_0012,0,original_fys_tdm,large,comparable,98,0,0
item_f94b7c6ee648,torso,robotic-parts,A dinosaur at a museum,A dinosaur with robotic-parts torso at a museum,assets/source_1e3c08a912fe.png,assets/item_f94b7c6ee648.jpg,0,2,0,2,,reviewer_1,99,endpoint_projection::synth_0017::seed_000,synth_0017,0,endpoint_projection,large,comparable,101,0,0
item_d8b174399726,car body,neon-lit,A classic-car at a suburban road,A classic-car with neon-lit car body at a suburban road,assets/source_3ae69c2a9e97.png,assets/item_d8b174399726.jpg,2,1,2,2,,reviewer_1,101,endpoint_projection::synth_0049::seed_000,synth_0049,0,endpoint_projection,large,comparable,103,1,0
item_c8a9a39fcbbf,hair,Curls,A Portrait of woman at a school,A Portrait of woman with Curls hair at a school,assets/source_8a5f145d5ed6.png,assets/item_c8a9a39fcbbf.jpg,2,1,2,2,,reviewer_1,102,residual_rk2::synth_0027::seed_000,synth_0027,0,residual_rk2,large,comparable,104,1,0
item_1c5f4c058820,torso,armor,A boy at a restaurant,A boy with armor torso at a restaurant,assets/source_cea0cb0755a1.png,assets/item_1c5f4c058820.jpg,2,0,2,2,,reviewer_1,103,residual_rk2::synth_0018::seed_000,synth_0018,0,residual_rk2,medium,comparable,105,0,0
item_044c73c7a5a9,hair,Afro,A Portrait of boy at a beach,A Portrait of boy with Afro hair at a beach,assets/source_0038f682b22a.png,assets/item_044c73c7a5a9.jpg,2,1,2,2,,reviewer_1,104,residual_rk2::synth_0021::seed_000,synth_0021,0,residual_rk2,large,comparable,106,1,0
item_6ef746f8abb3,head,cat,A dog at a restaurant,A dog with cat head at a restaurant,assets/source_ca463355e687.png,assets/item_6ef746f8abb3.jpg,0,0,0,2,,reviewer_1,105,residual_rk2::synth_0033::seed_000,synth_0033,0,residual_rk2,medium,comparable,107,0,0
item_817414eeefbf,head,dragon,A dog at a farm,A dog with dragon head at a farm,assets/source_2a043df583fd.png,assets/item_817414eeefbf.jpg,1,1,1,2,,reviewer_1,106,original_fys_tdm::synth_0037::seed_000,synth_0037,0,original_fys_tdm,small,expansion,108,1,0
item_dd5bd55e9879,head,lion,A dog at a pool,A dog with lion head at a pool,assets/source_fc07bb02f53f.png,assets/item_dd5bd55e9879.jpg,1,0,1,2,,reviewer_1,107,residual_rk2::synth_0029::seed_000,synth_0029,0,residual_rk2,small,expansion,109,0,0
item_abd574d13f2c,head,robot,A alien at a school,A alien with robot head at a school,assets/source_26285f2b90f2.png,assets/item_abd574d13f2c.jpg,0,0,0,1,,reviewer_1,108,endpoint_projection::synth_0007::seed_000,synth_0007,0,endpoint_projection,medium,comparable,110,0,0
item_d971755ae98a,head,alien,A robot at a park,A robot with alien head at a park,assets/source_f388d78833d6.png,assets/item_d971755ae98a.jpg,2,1,2,2,,reviewer_1,109,endpoint_projection::synth_0008::seed_000,synth_0008,0,endpoint_projection,small,comparable,111,1,0
item_5f271d7f53f5,seat,plastic,A closeup soft chair at a photo studio,A closeup soft chair with plastic seat at a photo studio,assets/source_b25f9980445d.png,assets/item_5f271d7f53f5.jpg,2,2,2,2,,reviewer_1,110,residual_rk2::synth_0057::seed_000,synth_0057,0,residual_rk2,large,comparable,112,1,1
item_443a1e9f9cc2,head,cat,A dog at a restaurant,A dog with cat head at a restaurant,assets/source_ca463355e687.png,assets/item_443a1e9f9cc2.jpg,0,0,0,2,,reviewer_1,111,original_fys_tdm::synth_0033::seed_000,synth_0033,0,original_fys_tdm,medium,comparable,113,0,0
item_bd247168ea67,head,dragon,A dog at a farm,A dog with dragon head at a farm,assets/source_2a043df583fd.png,assets/item_bd247168ea67.jpg,0,2,0,1,,reviewer_1,113,endpoint_projection::synth_0037::seed_000,synth_0037,0,endpoint_projection,small,expansion,115,0,0
item_8b926735cd2e,hair,Curley,A Portrait of girl at a mountain,A Portrait of girl with Curley hair at a mountain,assets/source_c6abd9790d67.png,assets/item_8b926735cd2e.jpg,2,2,2,2,,reviewer_1,114,original_fys_tdm::synth_0024::seed_000,synth_0024,0,original_fys_tdm,large,expansion,116,1,1
item_a4d79d804cf0,head,unicorn,A dog at a mountain,A dog with unicorn head at a mountain,assets/source_ee57f3a3ed86.png,assets/item_a4d79d804cf0.jpg,1,2,1,1,,reviewer_1,115,endpoint_projection::synth_0034::seed_000,synth_0034,0,endpoint_projection,small,expansion,117,1,0
item_ebd5831a36eb,hair,Curls,A Portrait of man at a house,A Portrait of man with Curls hair at a house,assets/source_1837be64cd68.png,assets/item_ebd5831a36eb.jpg,2,0,2,2,,reviewer_1,116,original_fys_tdm::synth_0026::seed_000,synth_0026,0,original_fys_tdm,small,expansion,118,0,0
item_512cc3f70356,head,dragon,A bear at a jungle,A bear with dragon head at a jungle,assets/source_a29b0df6a570.png,assets/item_512cc3f70356.jpg,0,1,0,2,,reviewer_1,117,original_fys_tdm::synth_0043::seed_000,synth_0043,0,original_fys_tdm,small,expansion,119,0,0
item_e2804e7e0755,car body,rusted,A classic-car at a suburban road,A classic-car with rusted car body at a suburban road,assets/source_a90c17d919ed.png,assets/item_e2804e7e0755.jpg,1,0,2,2,,reviewer_1,118,residual_rk2::synth_0048::seed_000,synth_0048,0,residual_rk2,large,comparable,120,0,0
item_0d3e5a687975,head,bear,A robot at a park,A robot with bear head at a park,assets/source_64fe128aaf52.png,assets/item_0d3e5a687975.jpg,1,0,1,1,,reviewer_1,119,endpoint_projection::synth_0002::seed_000,synth_0002,0,endpoint_projection,large,comparable,121,0,0
item_1b7c48946ceb,head,cheetah,A cat at a museum,A cat with cheetah head at a museum,assets/source_f3d1d79f0351.png,assets/item_1b7c48946ceb.jpg,2,2,2,2,,reviewer_1,120,endpoint_projection::synth_0035::seed_000,synth_0035,0,endpoint_projection,small,expansion,122,1,1
item_aa06407f3fba,head,cheetah,A panda at a school,A panda with cheetah head at a school,assets/source_3506d9604bf8.png,assets/item_aa06407f3fba.jpg,1,1,0,2,,reviewer_1,121,original_fys_tdm::synth_0042::seed_000,synth_0042,0,original_fys_tdm,medium,comparable,123,1,0
item_311676f47900,head,robot,A man at a gym,A man with robot head at a gym,assets/source_9db278f7152f.png,assets/item_311676f47900.jpg,2,2,2,2,,reviewer_1,122,endpoint_projection::synth_0005::seed_000,synth_0005,0,endpoint_projection,medium,comparable,124,1,1
item_1b26b54e3a25,hair,blond,A Portrait of man at a beach,A Portrait of man with blond hair at a beach,assets/source_6ce9a1e568d3.png,assets/item_1b26b54e3a25.jpg,2,1,2,2,,reviewer_1,124,original_fys_tdm::synth_0023::seed_000,synth_0023,0,original_fys_tdm,small,comparable,126,1,0
item_260b486b1173,head,lion,A bear at a zoo,A bear with lion head at a zoo,assets/source_1d46ca4f754d.png,assets/item_260b486b1173.jpg,2,1,1,1,,reviewer_1,125,original_fys_tdm::synth_0036::seed_000,synth_0036,0,original_fys_tdm,medium,comparable,127,1,0
item_66ea3e8f3541,torso,formal-suit,A robot at a restaurant,A robot with formal-suit torso at a restaurant,assets/source_2e6979609916.png,assets/item_66ea3e8f3541.jpg,1,0,1,1,,reviewer_1,126,original_fys_tdm::synth_0015::seed_000,synth_0015,0,original_fys_tdm,large,comparable,128,0,0
item_1d4f5c040ae2,torso,armor,A girl at a stadium,A girl with armor torso at a stadium,assets/source_05f0e921e87d.png,assets/item_1d4f5c040ae2.jpg,2,1,2,2,,reviewer_1,127,residual_rk2::synth_0016::seed_000,synth_0016,0,residual_rk2,large,comparable,129,1,0
item_0ef5e7daa5ce,head,robot,A alien at a city,A alien with robot head at a city,assets/source_6094cd95fb45.png,assets/item_0ef5e7daa5ce.jpg,1,0,1,2,,reviewer_1,129,original_fys_tdm::synth_0000::seed_000,synth_0000,0,original_fys_tdm,small,comparable,131,0,0
item_356c71dc423f,head,panda,A dog at a store,A dog with panda head at a store,assets/source_de70faeee4dc.png,assets/item_356c71dc423f.jpg,2,1,2,2,,reviewer_1,130,residual_rk2::synth_0045::seed_000,synth_0045,0,residual_rk2,medium,expansion,132,1,0
