"review_uid","part","edit","source_prompt","target_prompt","source_image","candidate_image","local_edit_success_0_2","non_target_preservation_0_2","overall_prompt_adherence_0_2","visual_quality_0_2","short_note"
"item_1cb7ef7113f6","hair","Botticelli-Curls","A Portrait of boy at a street","A Portrait of boy with Botticelli-Curls hair at a street","assets/source_1efd8f28c69b.png","assets/item_1cb7ef7113f6.jpg","2","2","2","2",""
"item_0df1af2db84d","head","dragon","A horse at a jungle","A horse with dragon head at a jungle","assets/source_2b822a970173.png","assets/item_0df1af2db84d.jpg","0","2","2","2",""
"item_73d48fb8f708","torso","uniform","A alien at a school","A alien with uniform torso at a school","assets/source_4ad3086c4953.png","assets/item_73d48fb8f708.jpg","2","1","1","2",""
"item_c80ce6f7e697","seat","rusted","A closeup folding chair at a classroom","A closeup folding chair with rusted seat at a classroom","assets/source_97eab3ccdecd.png","assets/item_c80ce6f7e697.jpg","2","2","2","2",""
"item_aa6f575ad293","head","dragon","A bear at a jungle","A bear with dragon head at a jungle","assets/source_a29b0df6a570.png","assets/item_aa6f575ad293.jpg","0","2","1","2",""
"item_14d7bcc2eda6","hair","Wavy","A Portrait of girl at a forest","A Portrait of girl with Wavy hair at a forest","assets/source_53e8e39bcf1e.png","assets/item_14d7bcc2eda6.jpg","2","2","2","2",""
"item_ca8b7d824f70","car hood","Destroyed","A full front facing view of BMW car at a parking lot","A full front facing view of BMW car with Destroyed car hood at a parking lot","assets/source_146c36946692.png","assets/item_ca8b7d824f70.jpg","0","2","1","2",""
"item_8bb5bef28700","hair","blond","A Portrait of man at a beach","A Portrait of man with blond hair at a beach","assets/source_6ce9a1e568d3.png","assets/item_8bb5bef28700.jpg","2","1","2","2",""
"item_370f69f516f0","head","dragon","A dog at a farm","A dog with dragon head at a farm","assets/source_2a043df583fd.png","assets/item_370f69f516f0.jpg","0","2","1","2",""
"item_edca7a6a6ece","head","panda","A cat at a mountain","A cat with panda head at a mountain","assets/source_dd35579b4d43.png","assets/item_edca7a6a6ece.jpg","1","2","2","2",""
"item_4ab4f0bc2b08","head","bear","A robot at a park","A robot with bear head at a park","assets/source_64fe128aaf52.png","assets/item_4ab4f0bc2b08.jpg","2","2","2","2",""
"item_53144568a59a","torso","spiderman","A robot at a museum","A robot with spiderman torso at a museum","assets/source_63f2eb2cd129.png","assets/item_53144568a59a.jpg","2","1","2","2",""
"item_d887cbd19e63","torso","armor","A boy at a restaurant","A boy with armor torso at a restaurant","assets/source_cea0cb0755a1.png","assets/item_d887cbd19e63.jpg","2","1","2","2",""
"item_e055ca2e1664","hair","blond","A Portrait of man at a beach","A Portrait of man with blond hair at a beach","assets/source_6ce9a1e568d3.png","assets/item_e055ca2e1664.jpg","2","2","2","2",""
"item_6b6aa421d93d","head","tattooed","A robot at a office","A robot with tattooed head at a office","assets/source_1e365ebd5ac6.png","assets/item_6b6aa421d93d.jpg","0","1","1","2",""
"item_7d2ef9c63e41","head","dragon","A horse at a zoo","A horse with dragon head at a zoo","assets/source_dbfa710ac399.png","assets/item_7d2ef9c63e41.jpg","0","2","1","2",""
"item_de9c2e2b1919","head","panda","A dog at a store","A dog with panda head at a store","assets/source_de70faeee4dc.png","assets/item_de9c2e2b1919.jpg","2","1","2","2",""
"item_bb0c4af55488","head","tattooed","A robot at a office","A robot with tattooed head at a office","assets/source_1e365ebd5ac6.png","assets/item_bb0c4af55488.jpg","0","1","1","2",""
"item_6ad807e3f305","head","robot","A girl at a beach","A girl with robot head at a beach","assets/source_eddd21d6a1c2.png","assets/item_6ad807e3f305.jpg","0","1","1","2",""
"item_1a4caa1bb01a","head","robot","A alien at a city","A alien with robot head at a city","assets/source_6094cd95fb45.png","assets/item_1a4caa1bb01a.jpg","2","0","1","2",""
"item_1a8a99ee1347","car body","neon-lit","A classic-car at a suburban road","A classic-car with neon-lit car body at a suburban road","assets/source_3ae69c2a9e97.png","assets/item_1a8a99ee1347.jpg","2","2","2","2",""
"item_630857df0336","head","robot","A alien at a school","A alien with robot head at a school","assets/source_26285f2b90f2.png","assets/item_630857df0336.jpg","0","1","1","2",""
"item_0bbe281ba042","car body","armored","A luxury-car at a mountain road","A luxury-car with armored car body at a mountain road","assets/source_4a1c085cfce4.png","assets/item_0bbe281ba042.jpg","0","1","1","2",""
"item_240bcea380df","car hood","Destroyed","A full front facing view of BMW car at a parking lot","A full front facing view of BMW car with Destroyed car hood at a parking lot","assets/source_146c36946692.png","assets/item_240bcea380df.jpg","0","1","1","2",""
"item_e7335c87734f","hair","blond","A Portrait of man at a beach","A Portrait of man with blond hair at a beach","assets/source_6ce9a1e568d3.png","assets/item_e7335c87734f.jpg","2","1","2","2",""
"item_c7bd94cde1c6","car hood","Destroyed","A full front facing view of BMW car at a parking lot","A full front facing view of BMW car with Destroyed car hood at a parking lot","assets/source_146c36946692.png","assets/item_c7bd94cde1c6.jpg","1","1","2","2",""
"item_620a51b7ba0b","seat","wooden","A closeup leather chair at a classroom","A closeup leather chair with wooden seat at a classroom","assets/source_bda38536db22.png","assets/item_620a51b7ba0b.jpg","0","2","1","2",""
"item_d4c808da9db7","head","tiger","A bear at a pool","A bear with tiger head at a pool","assets/source_41c7b285ef4c.png","assets/item_d4c808da9db7.jpg","1","2","1","2",""
"item_27a4d0ed9a9f","head","robot","A alien at a school","A alien with robot head at a school","assets/source_26285f2b90f2.png","assets/item_27a4d0ed9a9f.jpg","2","2","2","2",""
"item_c06b4df6850e","head","panda","A dog at a store","A dog with panda head at a store","assets/source_de70faeee4dc.png","assets/item_c06b4df6850e.jpg","1","2","2","2",""
"item_aa348037f0e3","torso","uniform","A alien at a school","A alien with uniform torso at a school","assets/source_4ad3086c4953.png","assets/item_aa348037f0e3.jpg","2","2","2","2",""
"item_0548a0ad8063","head","lion","A dog at a pool","A dog with lion head at a pool","assets/source_fc07bb02f53f.png","assets/item_0548a0ad8063.jpg","0","2","1","2",""
"item_3e4d9aadad51","hair","Curls","A Portrait of man at a house","A Portrait of man with Curls hair at a house","assets/source_1837be64cd68.png","assets/item_3e4d9aadad51.jpg","2","1","2","2",""
"item_920a50c781f7","head","cat","A dog at a restaurant","A dog with cat head at a restaurant","assets/source_ca463355e687.png","assets/item_920a50c781f7.jpg","0","0","1","2",""
"item_a514517323eb","head","panda","A dog at a store","A dog with panda head at a store","assets/source_de70faeee4dc.png","assets/item_a514517323eb.jpg","1","2","1","2",""
"item_9fc44f86eecc","seat","fabric","A closeup leather chair at a apartment","A closeup leather chair with fabric seat at a apartment","assets/source_278976611c82.png","assets/item_9fc44f86eecc.jpg","2","2","2","2",""
"item_650194c17fe9","hair","Kinky","A Portrait of boy at a park","A Portrait of boy with Kinky hair at a park","assets/source_0d500a8d6ca9.png","assets/item_650194c17fe9.jpg","2","2","2","2",""
"item_a4fc7cc8fbf7","head","robot","A alien at a museum","A alien with robot head at a museum","assets/source_0776f3ccf0e9.png","assets/item_a4fc7cc8fbf7.jpg","2","1","2","2",""
"item_70b6fdaa597b","head","dog","A bear at a jungle","A bear with dog head at a jungle","assets/source_f71c7b525544.png","assets/item_70b6fdaa597b.jpg","0","2","1","2",""
"item_5aec94646b4f","car hood","Digital-Camouflage","A full front facing view of racing car at a parking lot","A full front facing view of racing car with Digital-Camouflage car hood at a parking lot","assets/source_073b896945b5.png","assets/item_5aec94646b4f.jpg","2","2","2","2",""
"item_8ab590982603","head","lion","A bear at a zoo","A bear with lion head at a zoo","assets/source_1d46ca4f754d.png","assets/item_8ab590982603.jpg","0","2","1","2",""
"item_e54871cdb99e","hair","Afro","A Portrait of boy at a beach","A Portrait of boy with Afro hair at a beach","assets/source_0038f682b22a.png","assets/item_e54871cdb99e.jpg","2","1","2","2",""
"item_d997fe4cd243","car hood","black","A racing-car at a highway","A racing-car with black car hood at a highway","assets/source_af6b5e577958.png","assets/item_d997fe4cd243.jpg","2","1","2","2",""
"item_b3fae24f1935","head","robot","A alien at a city","A alien with robot head at a city","assets/source_6094cd95fb45.png","assets/item_b3fae24f1935.jpg","2","2","2","2",""
"item_f55f03076069","head","robot","A alien at a museum","A alien with robot head at a museum","assets/source_0776f3ccf0e9.png","assets/item_f55f03076069.jpg","2","2","2","2",""
"item_fbe65f828066","seat","rusted","A closeup folding chair at a classroom","A closeup folding chair with rusted seat at a classroom","assets/source_97eab3ccdecd.png","assets/item_fbe65f828066.jpg","2","2","2","2",""
"item_998bd4e469d0","hair","Curls","A Portrait of boy at a park","A Portrait of boy with Curls hair at a park","assets/source_b4d7f2d52a43.png","assets/item_998bd4e469d0.jpg","2","2","2","2",""
"item_d3a5fdc1f399","head","bear","A robot at a park","A robot with bear head at a park","assets/source_64fe128aaf52.png","assets/item_d3a5fdc1f399.jpg","1","0","2","2",""
"item_3e29367852e0","head","dragon","A horse at a zoo","A horse with dragon head at a zoo","assets/source_dbfa710ac399.png","assets/item_3e29367852e0.jpg","0","2","1","2",""
"item_7edc3cc786be","seat","rusted","A closeup folding chair at a classroom","A closeup folding chair with rusted seat at a classroom","assets/source_97eab3ccdecd.png","assets/item_7edc3cc786be.jpg","1","2","2","2",""
"item_224d0f0ee0bf","car body","rusted","A classic-car at a suburban road","A classic-car with rusted car body at a suburban road","assets/source_a90c17d919ed.png","assets/item_224d0f0ee0bf.jpg","2","1","2","2",""
"item_38f1fc23cc67","car hood","vinyl-art","A classic-car at a garage","A classic-car with vinyl-art car hood at a garage","assets/source_f3b27b9b2ef0.png","assets/item_38f1fc23cc67.jpg","2","1","2","2",""
"item_8827f1ef7c0c","car hood","Destroyed","A full front facing view of BMW car at a parking lot","A full front facing view of BMW car with Destroyed car hood at a parking lot","assets/source_146c36946692.png","assets/item_8827f1ef7c0c.jpg","2","1","2","2",""
"item_0d5756e51c7a","torso","uniform","A alien at a school","A alien with uniform torso at a school","assets/source_4ad3086c4953.png","assets/item_0d5756e51c7a.jpg","2","1","2","2",""
"item_f08a7197c25b","head","cheetah","A panda at a school","A panda with cheetah head at a school","assets/source_3506d9604bf8.png","assets/item_f08a7197c25b.jpg","0","2","0","2",""
"item_23228f9cec9b","car hood","Rusty","A full front facing view of Porsche car at a road","A full front facing view of Porsche car with Rusty car hood at a road","assets/source_7e515b8abb95.png","assets/item_23228f9cec9b.jpg","2","2","2","2",""
"item_f860f5b5238f","head","dragon","A dog at a farm","A dog with dragon head at a farm","assets/source_2a043df583fd.png","assets/item_f860f5b5238f.jpg","0","2","1","2",""
"item_16e7eaf6d6b7","head","lion","A bear at a zoo","A bear with lion head at a zoo","assets/source_1d46ca4f754d.png","assets/item_16e7eaf6d6b7.jpg","1","2","1","2",""
"item_ca3c18622a71","torso","armor","A girl at a stadium","A girl with armor torso at a stadium","assets/source_05f0e921e87d.png","assets/item_ca3c18622a71.jpg","2","2","2","2",""
"item_f7b51dced9ec","head","bear","A alien at a museum","A alien with bear head at a museum","assets/source_30f9afb55b24.png","assets/item_f7b51dced9ec.jpg","0","1","1","2",""
"item_96b76146da65","hair","Wavy","A Portrait of girl at a forest","A Portrait of girl with Wavy hair at a forest","assets/source_53e8e39bcf1e.png","assets/item_96b76146da65.jpg","2","2","2","2",""
"item_7c59c9062e99","head","panda","A cat at a mountain","A cat with panda head at a mountain","assets/source_dd35579b4d43.png","assets/item_7c59c9062e99.jpg","1","2","2","2",""
"item_8be51270a337","torso","robotic-parts","A dinosaur at a museum","A dinosaur with robotic-parts torso at a museum","assets/source_1e3c08a912fe.png","assets/item_8be51270a337.jpg","2","2","2","2",""
"item_b65ebba9a164","head","robot","A alien at a city","A alien with robot head at a city","assets/source_6094cd95fb45.png","assets/item_b65ebba9a164.jpg","2","1","2","2",""
"item_651ee56198a8","car body","rusted","A classic-car at a suburban road","A classic-car with rusted car body at a suburban road","assets/source_a90c17d919ed.png","assets/item_651ee56198a8.jpg","2","1","2","2",""
"item_b06f3f62e1f0","hair","Afro","A Portrait of boy at a beach","A Portrait of boy with Afro hair at a beach","assets/source_0038f682b22a.png","assets/item_b06f3f62e1f0.jpg","2","2","2","2",""
"item_c3c0b59edaf8","torso","spiderman","A robot at a museum","A robot with spiderman torso at a museum","assets/source_7e6e7b988446.png","assets/item_c3c0b59edaf8.jpg","2","1","2","2",""
"item_0303e81dd5a9","head","tattooed","A robot at a office","A robot with tattooed head at a office","assets/source_1e365ebd5ac6.png","assets/item_0303e81dd5a9.jpg","1","2","2","2",""
"item_d9a9b114a4aa","car body","futuristic","A sedan at a parking lot","A sedan with futuristic car body at a parking lot","assets/source_ef3648f18171.png","assets/item_d9a9b114a4aa.jpg","2","2","2","2",""
"item_6f7666199ef0","car hood","vinyl-art","A classic-car at a garage","A classic-car with vinyl-art car hood at a garage","assets/source_f3b27b9b2ef0.png","assets/item_6f7666199ef0.jpg","2","1","2","2",""
"item_6c28243b84c3","head","cat","A dog at a restaurant","A dog with cat head at a restaurant","assets/source_ca463355e687.png","assets/item_6c28243b84c3.jpg","0","2","1","2",""
"item_80818e9dc5c8","head","unicorn","A dog at a mountain","A dog with unicorn head at a mountain","assets/source_ee57f3a3ed86.png","assets/item_80818e9dc5c8.jpg","0","2","1","2",""
"item_56143b4d24ab","head","bear","A alien at a museum","A alien with bear head at a museum","assets/source_30f9afb55b24.png","assets/item_56143b4d24ab.jpg","0","2","1","2",""
"item_e102415f4d19","hair","Botticelli-Curls","A Portrait of boy at a street","A Portrait of boy with Botticelli-Curls hair at a street","assets/source_1efd8f28c69b.png","assets/item_e102415f4d19.jpg","2","2","2","2",""
"item_598b5f11dd77","head","dragon","A cow at a restaurant","A cow with dragon head at a restaurant","assets/source_591f63abb2fa.png","assets/item_598b5f11dd77.jpg","0","1","1","2",""
"item_605ee97425cc","head","dragon","A horse at a zoo","A horse with dragon head at a zoo","assets/source_dbfa710ac399.png","assets/item_605ee97425cc.jpg","0","2","2","2",""
"item_3d952b96ad13","seat","plastic","A closeup soft chair at a photo studio","A closeup soft chair with plastic seat at a photo studio","assets/source_b25f9980445d.png","assets/item_3d952b96ad13.jpg","2","1","1","2",""
"item_b138bddf6937","head","dragon","A cat at a desert","A cat with dragon head at a desert","assets/source_bb5f44e8a25b.png","assets/item_b138bddf6937.jpg","0","2","2","2",""
"item_f0a91492a69a","hair","Kinky","A Portrait of boy at a park","A Portrait of boy with Kinky hair at a park","assets/source_0d500a8d6ca9.png","assets/item_f0a91492a69a.jpg","2","2","2","2",""
"item_02d6f4d2dcb0","hair","blond","A Portrait of man at a beach","A Portrait of man with blond hair at a beach","assets/source_6ce9a1e568d3.png","assets/item_02d6f4d2dcb0.jpg","2","2","2","2",""
"item_543eef3481f2","head","tiger","A bear at a pool","A bear with tiger head at a pool","assets/source_41c7b285ef4c.png","assets/item_543eef3481f2.jpg","1","2","1","2",""
"item_d46f028f517b","head","bear","A robot at a school","A robot with bear head at a school","assets/source_5bd8b0acdbd5.png","assets/item_d46f028f517b.jpg","2","1","2","2",""
"item_299f57d116cc","head","unicorn","A cow at a house","A cow with unicorn head at a house","assets/source_70a3202c4158.png","assets/item_299f57d116cc.jpg","2","1","2","2",""
"item_cda601baf1d2","seat","wooden","A closeup leather chair at a classroom","A closeup leather chair with wooden seat at a classroom","assets/source_bda38536db22.png","assets/item_cda601baf1d2.jpg","0","2","1","2",""
"item_afc8da6c2d1d","head","lion","A bear at a zoo","A bear with lion head at a zoo","assets/source_b8ba5e41ea31.png","assets/item_afc8da6c2d1d.jpg","0","2","2","2",""
"item_fc7a3393efca","head","dragon","A dog at a farm","A dog with dragon head at a farm","assets/source_2a043df583fd.png","assets/item_fc7a3393efca.jpg","0","2","2","2",""
"item_ca73f9341133","head","panda","A cat at a mountain","A cat with panda head at a mountain","assets/source_dd35579b4d43.png","assets/item_ca73f9341133.jpg","1","2","1","2",""
"item_206e9019fbf0","car hood","Digital-Camouflage","A full front facing view of racing car at a parking lot","A full front facing view of racing car with Digital-Camouflage car hood at a parking lot","assets/source_073b896945b5.png","assets/item_206e9019fbf0.jpg","2","2","2","2",""
"item_7fe919153983","torso","formal-suit","A robot at a restaurant","A robot with formal-suit torso at a restaurant","assets/source_2e6979609916.png","assets/item_7fe919153983.jpg","2","2","2","2",""
"item_f777dcdfdb44","hair","Curls","A Portrait of woman at a school","A Portrait of woman with Curls hair at a school","assets/source_8a5f145d5ed6.png","assets/item_f777dcdfdb44.jpg","2","2","2","2",""
"item_5b0ff6638729","head","lion","A bear at a zoo","A bear with lion head at a zoo","assets/source_b8ba5e41ea31.png","assets/item_5b0ff6638729.jpg","0","1","1","2",""
"item_a0e9c15877aa","head","dragon","A bear at a jungle","A bear with dragon head at a jungle","assets/source_a29b0df6a570.png","assets/item_a0e9c15877aa.jpg","0","2","1","2",""
"item_6027f6151123","hair","Curls","A Portrait of man at a house","A Portrait of man with Curls hair at a house","assets/source_1837be64cd68.png","assets/item_6027f6151123.jpg","2","2","2","2",""
"item_0c3e7c6fbd94","head","lion","A dog at a pool","A dog with lion head at a pool","assets/source_fc07bb02f53f.png","assets/item_0c3e7c6fbd94.jpg","0","1","1","2",""
"item_16cc1698c3be","head","tattooed","A robot at a office","A robot with tattooed head at a office","assets/source_1e365ebd5ac6.png","assets/item_16cc1698c3be.jpg","0","0","1","2",""
"item_dec327c4bfc2","head","bear","A robot at a school","A robot with bear head at a school","assets/source_5bd8b0acdbd5.png","assets/item_dec327c4bfc2.jpg","2","0","2","2",""
"item_186d99b3f7b4","torso","formal-suit","A robot at a restaurant","A robot with formal-suit torso at a restaurant","assets/source_2e6979609916.png","assets/item_186d99b3f7b4.jpg","1","0","2","2",""
"item_4366dbc38ef6","head","lion","A bear at a zoo","A bear with lion head at a zoo","assets/source_b8ba5e41ea31.png","assets/item_4366dbc38ef6.jpg","0","2","1","2",""
"item_6399ba844575","hair","blond","A Portrait of man at a beach","A Portrait of man with blond hair at a beach","assets/source_6ce9a1e568d3.png","assets/item_6399ba844575.jpg","2","1","2","2",""
"item_a73b62715810","car body","neon-lit","A classic-car at a suburban road","A classic-car with neon-lit car body at a suburban road","assets/source_3ae69c2a9e97.png","assets/item_a73b62715810.jpg","2","2","2","2",""
"item_0054b88beb5f","car hood","Rusty","A full front facing view of Porsche car at a road","A full front facing view of Porsche car with Rusty car hood at a road","assets/source_7e515b8abb95.png","assets/item_0054b88beb5f.jpg","1","1","2","2",""
"item_1ac1cc63b0d1","car hood","Graffiti","A full front facing view of Toyota car at a parking lot","A full front facing view of Toyota car with Graffiti car hood at a parking lot","assets/source_d13dfe80a435.png","assets/item_1ac1cc63b0d1.jpg","2","1","2","2",""
"item_56d5de5225f9","head","cheetah","A cat at a museum","A cat with cheetah head at a museum","assets/source_f3d1d79f0351.png","assets/item_56d5de5225f9.jpg","1","1","1","2",""
"item_a7e9127cb647","head","dragon","A cow at a restaurant","A cow with dragon head at a restaurant","assets/source_591f63abb2fa.png","assets/item_a7e9127cb647.jpg","0","1","1","2",""
"item_cde7c215c7ca","car hood","black","A racing-car at a highway","A racing-car with black car hood at a highway","assets/source_af6b5e577958.png","assets/item_cde7c215c7ca.jpg","2","1","2","2",""
"item_9073fdc9628d","head","robot","A alien at a museum","A alien with robot head at a museum","assets/source_0776f3ccf0e9.png","assets/item_9073fdc9628d.jpg","2","2","2","2",""
"item_9c74857ef807","head","robot","A alien at a museum","A alien with robot head at a museum","assets/source_0776f3ccf0e9.png","assets/item_9c74857ef807.jpg","2","0","2","2",""
"item_e2f0b0d2d784","head","cheetah","A panda at a school","A panda with cheetah head at a school","assets/source_3506d9604bf8.png","assets/item_e2f0b0d2d784.jpg","0","0","0","2",""
"item_1c7b10e09e5e","torso","armor","A boy at a restaurant","A boy with armor torso at a restaurant","assets/source_cea0cb0755a1.png","assets/item_1c7b10e09e5e.jpg","2","1","2","2",""
"item_c29e3b99411e","car body","rusted","A classic-car at a suburban road","A classic-car with rusted car body at a suburban road","assets/source_a90c17d919ed.png","assets/item_c29e3b99411e.jpg","","1","2","2",""
"item_692a226ab13d","head","bear","A alien at a museum","A alien with bear head at a museum","assets/source_30f9afb55b24.png","assets/item_692a226ab13d.jpg","0","1","1","2",""
"item_b637adaae8bb","torso","armor","A girl at a stadium","A girl with armor torso at a stadium","assets/source_05f0e921e87d.png","assets/item_b637adaae8bb.jpg","2","1","2","2",""
"item_32b2b7d66e55","head","alien","A robot at a park","A robot with alien head at a park","assets/source_f388d78833d6.png","assets/item_32b2b7d66e55.jpg","2","2","2","2",""
"item_6b2531cc464a","head","robot","A man at a gym","A man with robot head at a gym","assets/source_9db278f7152f.png","assets/item_6b2531cc464a.jpg","2","1","2","2",""
