"review_uid","part","edit","source_prompt","target_prompt","source_image","candidate_image","local_edit_success_0_2","non_target_preservation_0_2","overall_prompt_adherence_0_2","visual_quality_0_2","short_note"
"item_b0b225b84e3c","seat","plastic","A closeup soft chair at a photo studio","A closeup soft chair with plastic seat at a photo studio","assets/source_b25f9980445d.png","assets/item_b0b225b84e3c.jpg","1","2","2","2",""
"item_808e1bae910a","hair","Curls","A Portrait of man at a house","A Portrait of man with Curls hair at a house","assets/source_1837be64cd68.png","assets/item_808e1bae910a.jpg","2","1","2","2",""
"item_ce52c3c2131a","hair","Curls","A Portrait of boy at a park","A Portrait of boy with Curls hair at a park","assets/source_b4d7f2d52a43.png","assets/item_ce52c3c2131a.jpg","2","2","2","2",""
"item_8d1d42b3bb4b","head","robot","A alien at a city","A alien with robot head at a city","assets/source_6094cd95fb45.png","assets/item_8d1d42b3bb4b.jpg","2","0","2","2",""
"item_fbe06e7f3caa","head","dragon","A bear at a jungle","A bear with dragon head at a jungle","assets/source_a29b0df6a570.png","assets/item_fbe06e7f3caa.jpg","0","2","2","2",""
"item_6f20eac4bf1a","car hood","Digital-Camouflage","A full front facing view of racing car at a parking lot","A full front facing view of racing car with Digital-Camouflage car hood at a parking lot","assets/source_073b896945b5.png","assets/item_6f20eac4bf1a.jpg","2","1","2","2",""
"item_3c9dc693f3c9","head","dragon","A horse at a jungle","A horse with dragon head at a jungle","assets/source_2b822a970173.png","assets/item_3c9dc693f3c9.jpg","0","1","1","2",""
"item_681a30cd5d40","torso","spiderman","A robot at a museum","A robot with spiderman torso at a museum","assets/source_63f2eb2cd129.png","assets/item_681a30cd5d40.jpg","2","2","2","2",""
"item_5b7eac1e5fb2","head","dragon","A dog at a farm","A dog with dragon head at a farm","assets/source_2a043df583fd.png","assets/item_5b7eac1e5fb2.jpg","0","2","1","2",""
"item_73f044468cb1","car hood","Graffiti","A full front facing view of Toyota car at a parking lot","A full front facing view of Toyota car with Graffiti car hood at a parking lot","assets/source_d13dfe80a435.png","assets/item_73f044468cb1.jpg","2","1","2","2",""
"item_945a9e37ef93","torso","spiderman","A robot at a museum","A robot with spiderman torso at a museum","assets/source_7e6e7b988446.png","assets/item_945a9e37ef93.jpg","2","0","1","2",""
"item_6e07fd9b86a3","head","panda","A cat at a mountain","A cat with panda head at a mountain","assets/source_dd35579b4d43.png","assets/item_6e07fd9b86a3.jpg","1","2","1","2",""
"item_afde72fabb7c","hair","Curls","A Portrait of woman at a school","A Portrait of woman with Curls hair at a school","assets/source_8a5f145d5ed6.png","assets/item_afde72fabb7c.jpg","2","1","1","2",""
"item_cdeb0c034946","head","dragon","A horse at a zoo","A horse with dragon head at a zoo","assets/source_dbfa710ac399.png","assets/item_cdeb0c034946.jpg","0","2","1","2",""
"item_5659c6109e6f","head","dragon","A horse at a jungle","A horse with dragon head at a jungle","assets/source_2b822a970173.png","assets/item_5659c6109e6f.jpg","2","2","1","2",""
"item_06842fd2b741","seat","fabric","A closeup leather chair at a apartment","A closeup leather chair with fabric seat at a apartment","assets/source_278976611c82.png","assets/item_06842fd2b741.jpg","2","2","2","2",""
"item_069de9c6be81","hair","Curls","A Portrait of woman at a school","A Portrait of woman with Curls hair at a school","assets/source_8a5f145d5ed6.png","assets/item_069de9c6be81.jpg","2","2","2","2",""
"item_347177c11570","hair","Wavy","A Portrait of girl at a forest","A Portrait of girl with Wavy hair at a forest","assets/source_53e8e39bcf1e.png","assets/item_347177c11570.jpg","2","2","2","2",""
"item_10843e91c804","head","dragon","A horse at a jungle","A horse with dragon head at a jungle","assets/source_2b822a970173.png","assets/item_10843e91c804.jpg","0","1","1","2",""
"item_f02617c951cc","head","cheetah","A cat at a museum","A cat with cheetah head at a museum","assets/source_f3d1d79f0351.png","assets/item_f02617c951cc.jpg","2","2","2","2",""
"item_8bab2e123a7e","hair","Curls","A Portrait of man at a house","A Portrait of man with Curls hair at a house","assets/source_1837be64cd68.png","assets/item_8bab2e123a7e.jpg","2","2","2","2",""
"item_72d2c8befed0","head","cheetah","A panda at a school","A panda with cheetah head at a school","assets/source_3506d9604bf8.png","assets/item_72d2c8befed0.jpg","0","2","1","2",""
"item_a65539efaab2","head","panda","A dog at a store","A dog with panda head at a store","assets/source_de70faeee4dc.png","assets/item_a65539efaab2.jpg","2","2","2","2",""
"item_4aee2b3a98bf","hair","Curley","A Portrait of girl at a mountain","A Portrait of girl with Curley hair at a mountain","assets/source_c6abd9790d67.png","assets/item_4aee2b3a98bf.jpg","2","2","2","2",""
"item_7eee709a1c65","head","bear","A robot at a park","A robot with bear head at a park","assets/source_64fe128aaf52.png","assets/item_7eee709a1c65.jpg","2","0","2","2",""
"item_d0faf46b8a39","car hood","vinyl-art","A classic-car at a garage","A classic-car with vinyl-art car hood at a garage","assets/source_f3b27b9b2ef0.png","assets/item_d0faf46b8a39.jpg","2","1","2","2",""
"item_612e586cf460","hair","Botticelli-Curls","A Portrait of boy at a street","A Portrait of boy with Botticelli-Curls hair at a street","assets/source_1efd8f28c69b.png","assets/item_612e586cf460.jpg","2","2","2","2",""
"item_b0cfd7f3df16","head","unicorn","A dog at a mountain","A dog with unicorn head at a mountain","assets/source_ee57f3a3ed86.png","assets/item_b0cfd7f3df16.jpg","0","2","1","2",""
"item_0dcef85eafd6","head","robot","A girl at a beach","A girl with robot head at a beach","assets/source_eddd21d6a1c2.png","assets/item_0dcef85eafd6.jpg","0","2","1","2",""
"item_d336b18e3362","head","lion","A bear at a zoo","A bear with lion head at a zoo","assets/source_b8ba5e41ea31.png","assets/item_d336b18e3362.jpg","1","2","1","2",""
"item_e15f87efec4b","car hood","Graffiti","A full front facing view of Toyota car at a parking lot","A full front facing view of Toyota car with Graffiti car hood at a parking lot","assets/source_d13dfe80a435.png","assets/item_e15f87efec4b.jpg","2","1","1","2",""
"item_144198f5f17e","head","robot","A alien at a museum","A alien with robot head at a museum","assets/source_0776f3ccf0e9.png","assets/item_144198f5f17e.jpg","2","2","2","2",""
"item_a9a71d55fd63","hair","Curls","A Portrait of boy at a park","A Portrait of boy with Curls hair at a park","assets/source_b4d7f2d52a43.png","assets/item_a9a71d55fd63.jpg","2","2","2","2",""
"item_62423d5b20ea","car body","armored","A luxury-car at a mountain road","A luxury-car with armored car body at a mountain road","assets/source_4a1c085cfce4.png","assets/item_62423d5b20ea.jpg","0","1","1","2",""
"item_7fa4731f5123","car hood","vinyl-art","A classic-car at a garage","A classic-car with vinyl-art car hood at a garage","assets/source_f3b27b9b2ef0.png","assets/item_7fa4731f5123.jpg","2","1","2","2",""
"item_1abaaeecab5f","head","dog","A bear at a jungle","A bear with dog head at a jungle","assets/source_f71c7b525544.png","assets/item_1abaaeecab5f.jpg","0","1","1","2",""
"item_b776d07bce83","torso","armor","A girl at a stadium","A girl with armor torso at a stadium","assets/source_05f0e921e87d.png","assets/item_b776d07bce83.jpg","2","2","2","2",""
"item_a61a9c6921bb","head","dragon","A bear at a jungle","A bear with dragon head at a jungle","assets/source_a29b0df6a570.png","assets/item_a61a9c6921bb.jpg","0","2","1","2",""
"item_407cd3b0a319","seat","rusted","A closeup folding chair at a classroom","A closeup folding chair with rusted seat at a classroom","assets/source_97eab3ccdecd.png","assets/item_407cd3b0a319.jpg","1","2","1","2",""
"item_bb8e3f89fe9a","head","robot","A alien at a school","A alien with robot head at a school","assets/source_26285f2b90f2.png","assets/item_bb8e3f89fe9a.jpg","","0","1","2",""
"item_acde3d348cfe","car body","rusted","A classic-car at a suburban road","A classic-car with rusted car body at a suburban road","assets/source_a90c17d919ed.png","assets/item_acde3d348cfe.jpg","2","1","2","2",""
"item_65f8bc5adaa9","car hood","black","A racing-car at a highway","A racing-car with black car hood at a highway","assets/source_af6b5e577958.png","assets/item_65f8bc5adaa9.jpg","2","1","2","2",""
"item_d348d8a856c8","head","alien","A robot at a park","A robot with alien head at a park","assets/source_f388d78833d6.png","assets/item_d348d8a856c8.jpg","2","2","2","2",""
"item_1ae8815cb188","head","cat","A dog at a restaurant","A dog with cat head at a restaurant","assets/source_ca463355e687.png","assets/item_1ae8815cb188.jpg","0","","1","2",""
"item_d636399734b2","car hood","black","A racing-car at a highway","A racing-car with black car hood at a highway","assets/source_af6b5e577958.png","assets/item_d636399734b2.jpg","2","1","2","2",""
"item_e79f2f25369c","head","alien","A robot at a park","A robot with alien head at a park","assets/source_f388d78833d6.png","assets/item_e79f2f25369c.jpg","2","1","2","2",""
"item_c01f83177a60","head","panda","A cat at a mountain","A cat with panda head at a mountain","assets/source_dd35579b4d43.png","assets/item_c01f83177a60.jpg","1","2","2","2",""
"item_8fe157a8700b","head","unicorn","A dog at a mountain","A dog with unicorn head at a mountain","assets/source_ee57f3a3ed86.png","assets/item_8fe157a8700b.jpg","0","2","1","2",""
"item_6a0d7c7c9aeb","seat","rusted","A closeup folding chair at a classroom","A closeup folding chair with rusted seat at a classroom","assets/source_97eab3ccdecd.png","assets/item_6a0d7c7c9aeb.jpg","1","2","2","2",""
"item_46c234c14e6c","car hood","Digital-Camouflage","A full front facing view of racing car at a parking lot","A full front facing view of racing car with Digital-Camouflage car hood at a parking lot","assets/source_073b896945b5.png","assets/item_46c234c14e6c.jpg","2","1","2","2",""
"item_46648cc7b2f7","car hood","Destroyed","A full front facing view of BMW car at a parking lot","A full front facing view of BMW car with Destroyed car hood at a parking lot","assets/source_146c36946692.png","assets/item_46648cc7b2f7.jpg","0","1","1","2",""
"item_e81682ac026d","car hood","Destroyed","A full front facing view of BMW car at a parking lot","A full front facing view of BMW car with Destroyed car hood at a parking lot","assets/source_146c36946692.png","assets/item_e81682ac026d.jpg","2","1","2","2",""
"item_39dbe48ff259","head","tattooed","A robot at a office","A robot with tattooed head at a office","assets/source_1e365ebd5ac6.png","assets/item_39dbe48ff259.jpg","0","1","1","2",""
"item_3a8c4936fa33","head","panda","A cat at a mountain","A cat with panda head at a mountain","assets/source_dd35579b4d43.png","assets/item_3a8c4936fa33.jpg","1","2","1","2",""
"item_e28d6cb54000","head","panda","A dog at a store","A dog with panda head at a store","assets/source_de70faeee4dc.png","assets/item_e28d6cb54000.jpg","1","2","1","2",""
"item_a4dd39c8d50f","head","robot","A girl at a beach","A girl with robot head at a beach","assets/source_eddd21d6a1c2.png","assets/item_a4dd39c8d50f.jpg","0","1","1","2",""
"item_adc149125a0b","head","unicorn","A cow at a house","A cow with unicorn head at a house","assets/source_70a3202c4158.png","assets/item_adc149125a0b.jpg","1","1","2","2",""
"item_38f37169bbc7","torso","spiderman","A robot at a museum","A robot with spiderman torso at a museum","assets/source_7e6e7b988446.png","assets/item_38f37169bbc7.jpg","2","1","1","2",""
"item_cc47bf0d45f5","hair","Curls","A Portrait of man at a house","A Portrait of man with Curls hair at a house","assets/source_1837be64cd68.png","assets/item_cc47bf0d45f5.jpg","2","2","2","2",""
"item_05a7bdfd7326","head","robot","A man at a gym","A man with robot head at a gym","assets/source_9db278f7152f.png","assets/item_05a7bdfd7326.jpg","1","2","1","2",""
"item_ac3a9468eff0","hair","blond","A Portrait of man at a beach","A Portrait of man with blond hair at a beach","assets/source_6ce9a1e568d3.png","assets/item_ac3a9468eff0.jpg","2","1","2","2",""
"item_b73fc921335f","hair","Kinky","A Portrait of boy at a park","A Portrait of boy with Kinky hair at a park","assets/source_0d500a8d6ca9.png","assets/item_b73fc921335f.jpg","2","2","2","2",""
