case_uid,duration,seed,guidance,num_steps,plan_path,plan_sha256,output_dir,source_prompt,target_prompt,mask_source,image_kv,it_gate
synth_0028,2,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_02.json,69fbfee34598197b19ed7ccd21caf9318c57b2dfe985d1c958d90ddcb20974c6,core/results/gt_prefix_diagnostic_v1/duration_02/synth_0028/seed_000,A cow at a restaurant,A cow with dragon head at a restaurant,oracle,none,none
synth_0032,2,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_02.json,69fbfee34598197b19ed7ccd21caf9318c57b2dfe985d1c958d90ddcb20974c6,core/results/gt_prefix_diagnostic_v1/duration_02/synth_0032/seed_000,A cat at a desert,A cat with dragon head at a desert,oracle,none,none
synth_0033,2,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_02.json,69fbfee34598197b19ed7ccd21caf9318c57b2dfe985d1c958d90ddcb20974c6,core/results/gt_prefix_diagnostic_v1/duration_02/synth_0033/seed_000,A dog at a restaurant,A dog with cat head at a restaurant,oracle,none,none
synth_0038,2,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_02.json,69fbfee34598197b19ed7ccd21caf9318c57b2dfe985d1c958d90ddcb20974c6,core/results/gt_prefix_diagnostic_v1/duration_02/synth_0038/seed_000,A horse at a zoo,A horse with dragon head at a zoo,oracle,none,none
synth_0043,2,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_02.json,69fbfee34598197b19ed7ccd21caf9318c57b2dfe985d1c958d90ddcb20974c6,core/results/gt_prefix_diagnostic_v1/duration_02/synth_0043/seed_000,A bear at a jungle,A bear with dragon head at a jungle,oracle,none,none
synth_0036,2,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_02.json,69fbfee34598197b19ed7ccd21caf9318c57b2dfe985d1c958d90ddcb20974c6,core/results/gt_prefix_diagnostic_v1/duration_02/synth_0036/seed_000,A bear at a zoo,A bear with lion head at a zoo,oracle,none,none
synth_0028,3,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_03.json,d19bc4d539b75cce89bc76151f2e785db0a57df5476f30678f36cccbf72fed65,core/results/gt_prefix_diagnostic_v1/duration_03/synth_0028/seed_000,A cow at a restaurant,A cow with dragon head at a restaurant,oracle,none,none
synth_0032,3,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_03.json,d19bc4d539b75cce89bc76151f2e785db0a57df5476f30678f36cccbf72fed65,core/results/gt_prefix_diagnostic_v1/duration_03/synth_0032/seed_000,A cat at a desert,A cat with dragon head at a desert,oracle,none,none
synth_0033,3,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_03.json,d19bc4d539b75cce89bc76151f2e785db0a57df5476f30678f36cccbf72fed65,core/results/gt_prefix_diagnostic_v1/duration_03/synth_0033/seed_000,A dog at a restaurant,A dog with cat head at a restaurant,oracle,none,none
synth_0038,3,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_03.json,d19bc4d539b75cce89bc76151f2e785db0a57df5476f30678f36cccbf72fed65,core/results/gt_prefix_diagnostic_v1/duration_03/synth_0038/seed_000,A horse at a zoo,A horse with dragon head at a zoo,oracle,none,none
synth_0043,3,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_03.json,d19bc4d539b75cce89bc76151f2e785db0a57df5476f30678f36cccbf72fed65,core/results/gt_prefix_diagnostic_v1/duration_03/synth_0043/seed_000,A bear at a jungle,A bear with dragon head at a jungle,oracle,none,none
synth_0036,3,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_03.json,d19bc4d539b75cce89bc76151f2e785db0a57df5476f30678f36cccbf72fed65,core/results/gt_prefix_diagnostic_v1/duration_03/synth_0036/seed_000,A bear at a zoo,A bear with lion head at a zoo,oracle,none,none
synth_0028,4,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_04.json,ffe5bc999cafa4cc80f0a4ea16d204b1c6ef199780bf8883d02668661007b97a,core/results/gt_prefix_diagnostic_v1/duration_04/synth_0028/seed_000,A cow at a restaurant,A cow with dragon head at a restaurant,oracle,none,none
synth_0032,4,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_04.json,ffe5bc999cafa4cc80f0a4ea16d204b1c6ef199780bf8883d02668661007b97a,core/results/gt_prefix_diagnostic_v1/duration_04/synth_0032/seed_000,A cat at a desert,A cat with dragon head at a desert,oracle,none,none
synth_0033,4,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_04.json,ffe5bc999cafa4cc80f0a4ea16d204b1c6ef199780bf8883d02668661007b97a,core/results/gt_prefix_diagnostic_v1/duration_04/synth_0033/seed_000,A dog at a restaurant,A dog with cat head at a restaurant,oracle,none,none
synth_0038,4,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_04.json,ffe5bc999cafa4cc80f0a4ea16d204b1c6ef199780bf8883d02668661007b97a,core/results/gt_prefix_diagnostic_v1/duration_04/synth_0038/seed_000,A horse at a zoo,A horse with dragon head at a zoo,oracle,none,none
synth_0043,4,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_04.json,ffe5bc999cafa4cc80f0a4ea16d204b1c6ef199780bf8883d02668661007b97a,core/results/gt_prefix_diagnostic_v1/duration_04/synth_0043/seed_000,A bear at a jungle,A bear with dragon head at a jungle,oracle,none,none
synth_0036,4,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_04.json,ffe5bc999cafa4cc80f0a4ea16d204b1c6ef199780bf8883d02668661007b97a,core/results/gt_prefix_diagnostic_v1/duration_04/synth_0036/seed_000,A bear at a zoo,A bear with lion head at a zoo,oracle,none,none
synth_0028,5,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_05.json,0d784ee3b799bbe6b4e9a08aaeb0fcb9c20f543801eaf3b4713b129e030170b6,core/results/gt_prefix_diagnostic_v1/duration_05/synth_0028/seed_000,A cow at a restaurant,A cow with dragon head at a restaurant,oracle,none,none
synth_0032,5,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_05.json,0d784ee3b799bbe6b4e9a08aaeb0fcb9c20f543801eaf3b4713b129e030170b6,core/results/gt_prefix_diagnostic_v1/duration_05/synth_0032/seed_000,A cat at a desert,A cat with dragon head at a desert,oracle,none,none
synth_0033,5,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_05.json,0d784ee3b799bbe6b4e9a08aaeb0fcb9c20f543801eaf3b4713b129e030170b6,core/results/gt_prefix_diagnostic_v1/duration_05/synth_0033/seed_000,A dog at a restaurant,A dog with cat head at a restaurant,oracle,none,none
synth_0038,5,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_05.json,0d784ee3b799bbe6b4e9a08aaeb0fcb9c20f543801eaf3b4713b129e030170b6,core/results/gt_prefix_diagnostic_v1/duration_05/synth_0038/seed_000,A horse at a zoo,A horse with dragon head at a zoo,oracle,none,none
synth_0043,5,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_05.json,0d784ee3b799bbe6b4e9a08aaeb0fcb9c20f543801eaf3b4713b129e030170b6,core/results/gt_prefix_diagnostic_v1/duration_05/synth_0043/seed_000,A bear at a jungle,A bear with dragon head at a jungle,oracle,none,none
synth_0036,5,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_05.json,0d784ee3b799bbe6b4e9a08aaeb0fcb9c20f543801eaf3b4713b129e030170b6,core/results/gt_prefix_diagnostic_v1/duration_05/synth_0036/seed_000,A bear at a zoo,A bear with lion head at a zoo,oracle,none,none
synth_0028,6,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_06.json,b58d097adf25f4b60b3c4decba0c6e56cee674ba713e65824f9cea094cfbb452,core/results/gt_prefix_diagnostic_v1/duration_06/synth_0028/seed_000,A cow at a restaurant,A cow with dragon head at a restaurant,oracle,none,none
synth_0032,6,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_06.json,b58d097adf25f4b60b3c4decba0c6e56cee674ba713e65824f9cea094cfbb452,core/results/gt_prefix_diagnostic_v1/duration_06/synth_0032/seed_000,A cat at a desert,A cat with dragon head at a desert,oracle,none,none
synth_0033,6,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_06.json,b58d097adf25f4b60b3c4decba0c6e56cee674ba713e65824f9cea094cfbb452,core/results/gt_prefix_diagnostic_v1/duration_06/synth_0033/seed_000,A dog at a restaurant,A dog with cat head at a restaurant,oracle,none,none
synth_0038,6,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_06.json,b58d097adf25f4b60b3c4decba0c6e56cee674ba713e65824f9cea094cfbb452,core/results/gt_prefix_diagnostic_v1/duration_06/synth_0038/seed_000,A horse at a zoo,A horse with dragon head at a zoo,oracle,none,none
synth_0043,6,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_06.json,b58d097adf25f4b60b3c4decba0c6e56cee674ba713e65824f9cea094cfbb452,core/results/gt_prefix_diagnostic_v1/duration_06/synth_0043/seed_000,A bear at a jungle,A bear with dragon head at a jungle,oracle,none,none
synth_0036,6,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_06.json,b58d097adf25f4b60b3c4decba0c6e56cee674ba713e65824f9cea094cfbb452,core/results/gt_prefix_diagnostic_v1/duration_06/synth_0036/seed_000,A bear at a zoo,A bear with lion head at a zoo,oracle,none,none
synth_0028,7,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_07.json,70017988f10bd8358422c59a596f75e36c0c662e756909d56723a2670ea8b3f7,core/results/gt_prefix_diagnostic_v1/duration_07/synth_0028/seed_000,A cow at a restaurant,A cow with dragon head at a restaurant,oracle,none,none
synth_0032,7,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_07.json,70017988f10bd8358422c59a596f75e36c0c662e756909d56723a2670ea8b3f7,core/results/gt_prefix_diagnostic_v1/duration_07/synth_0032/seed_000,A cat at a desert,A cat with dragon head at a desert,oracle,none,none
synth_0033,7,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_07.json,70017988f10bd8358422c59a596f75e36c0c662e756909d56723a2670ea8b3f7,core/results/gt_prefix_diagnostic_v1/duration_07/synth_0033/seed_000,A dog at a restaurant,A dog with cat head at a restaurant,oracle,none,none
synth_0038,7,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_07.json,70017988f10bd8358422c59a596f75e36c0c662e756909d56723a2670ea8b3f7,core/results/gt_prefix_diagnostic_v1/duration_07/synth_0038/seed_000,A horse at a zoo,A horse with dragon head at a zoo,oracle,none,none
synth_0043,7,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_07.json,70017988f10bd8358422c59a596f75e36c0c662e756909d56723a2670ea8b3f7,core/results/gt_prefix_diagnostic_v1/duration_07/synth_0043/seed_000,A bear at a jungle,A bear with dragon head at a jungle,oracle,none,none
synth_0036,7,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_07.json,70017988f10bd8358422c59a596f75e36c0c662e756909d56723a2670ea8b3f7,core/results/gt_prefix_diagnostic_v1/duration_07/synth_0036/seed_000,A bear at a zoo,A bear with lion head at a zoo,oracle,none,none
synth_0028,8,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_08.json,fb06033b78342f7e1b11209a5725f9506bbc6848f0f9f0df19cec6f889ba3b80,core/results/gt_prefix_diagnostic_v1/duration_08/synth_0028/seed_000,A cow at a restaurant,A cow with dragon head at a restaurant,oracle,none,none
synth_0032,8,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_08.json,fb06033b78342f7e1b11209a5725f9506bbc6848f0f9f0df19cec6f889ba3b80,core/results/gt_prefix_diagnostic_v1/duration_08/synth_0032/seed_000,A cat at a desert,A cat with dragon head at a desert,oracle,none,none
synth_0033,8,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_08.json,fb06033b78342f7e1b11209a5725f9506bbc6848f0f9f0df19cec6f889ba3b80,core/results/gt_prefix_diagnostic_v1/duration_08/synth_0033/seed_000,A dog at a restaurant,A dog with cat head at a restaurant,oracle,none,none
synth_0038,8,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_08.json,fb06033b78342f7e1b11209a5725f9506bbc6848f0f9f0df19cec6f889ba3b80,core/results/gt_prefix_diagnostic_v1/duration_08/synth_0038/seed_000,A horse at a zoo,A horse with dragon head at a zoo,oracle,none,none
synth_0043,8,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_08.json,fb06033b78342f7e1b11209a5725f9506bbc6848f0f9f0df19cec6f889ba3b80,core/results/gt_prefix_diagnostic_v1/duration_08/synth_0043/seed_000,A bear at a jungle,A bear with dragon head at a jungle,oracle,none,none
synth_0036,8,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_08.json,fb06033b78342f7e1b11209a5725f9506bbc6848f0f9f0df19cec6f889ba3b80,core/results/gt_prefix_diagnostic_v1/duration_08/synth_0036/seed_000,A bear at a zoo,A bear with lion head at a zoo,oracle,none,none
synth_0028,9,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_09.json,0cf0eabce3a9a611c909014fb9d6e4ca70e7471342b7ee07b6d4d1d051901abc,core/results/gt_prefix_diagnostic_v1/duration_09/synth_0028/seed_000,A cow at a restaurant,A cow with dragon head at a restaurant,oracle,none,none
synth_0032,9,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_09.json,0cf0eabce3a9a611c909014fb9d6e4ca70e7471342b7ee07b6d4d1d051901abc,core/results/gt_prefix_diagnostic_v1/duration_09/synth_0032/seed_000,A cat at a desert,A cat with dragon head at a desert,oracle,none,none
synth_0033,9,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_09.json,0cf0eabce3a9a611c909014fb9d6e4ca70e7471342b7ee07b6d4d1d051901abc,core/results/gt_prefix_diagnostic_v1/duration_09/synth_0033/seed_000,A dog at a restaurant,A dog with cat head at a restaurant,oracle,none,none
synth_0038,9,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_09.json,0cf0eabce3a9a611c909014fb9d6e4ca70e7471342b7ee07b6d4d1d051901abc,core/results/gt_prefix_diagnostic_v1/duration_09/synth_0038/seed_000,A horse at a zoo,A horse with dragon head at a zoo,oracle,none,none
synth_0043,9,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_09.json,0cf0eabce3a9a611c909014fb9d6e4ca70e7471342b7ee07b6d4d1d051901abc,core/results/gt_prefix_diagnostic_v1/duration_09/synth_0043/seed_000,A bear at a jungle,A bear with dragon head at a jungle,oracle,none,none
synth_0036,9,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_09.json,0cf0eabce3a9a611c909014fb9d6e4ca70e7471342b7ee07b6d4d1d051901abc,core/results/gt_prefix_diagnostic_v1/duration_09/synth_0036/seed_000,A bear at a zoo,A bear with lion head at a zoo,oracle,none,none
synth_0028,10,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_10.json,a22aa542507e6643f224ee2676a04e8624d5ac30de1cf87b1c4d21fb83ebae6a,core/results/gt_prefix_diagnostic_v1/duration_10/synth_0028/seed_000,A cow at a restaurant,A cow with dragon head at a restaurant,oracle,none,none
synth_0032,10,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_10.json,a22aa542507e6643f224ee2676a04e8624d5ac30de1cf87b1c4d21fb83ebae6a,core/results/gt_prefix_diagnostic_v1/duration_10/synth_0032/seed_000,A cat at a desert,A cat with dragon head at a desert,oracle,none,none
synth_0033,10,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_10.json,a22aa542507e6643f224ee2676a04e8624d5ac30de1cf87b1c4d21fb83ebae6a,core/results/gt_prefix_diagnostic_v1/duration_10/synth_0033/seed_000,A dog at a restaurant,A dog with cat head at a restaurant,oracle,none,none
synth_0038,10,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_10.json,a22aa542507e6643f224ee2676a04e8624d5ac30de1cf87b1c4d21fb83ebae6a,core/results/gt_prefix_diagnostic_v1/duration_10/synth_0038/seed_000,A horse at a zoo,A horse with dragon head at a zoo,oracle,none,none
synth_0043,10,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_10.json,a22aa542507e6643f224ee2676a04e8624d5ac30de1cf87b1c4d21fb83ebae6a,core/results/gt_prefix_diagnostic_v1/duration_10/synth_0043/seed_000,A bear at a jungle,A bear with dragon head at a jungle,oracle,none,none
synth_0036,10,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_10.json,a22aa542507e6643f224ee2676a04e8624d5ac30de1cf87b1c4d21fb83ebae6a,core/results/gt_prefix_diagnostic_v1/duration_10/synth_0036/seed_000,A bear at a zoo,A bear with lion head at a zoo,oracle,none,none
synth_0028,11,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_11.json,842aa8b8e0de4269e2802a6f14273da561a755e25d0864a6a61533bbdf35a269,core/results/gt_prefix_diagnostic_v1/duration_11/synth_0028/seed_000,A cow at a restaurant,A cow with dragon head at a restaurant,oracle,none,none
synth_0032,11,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_11.json,842aa8b8e0de4269e2802a6f14273da561a755e25d0864a6a61533bbdf35a269,core/results/gt_prefix_diagnostic_v1/duration_11/synth_0032/seed_000,A cat at a desert,A cat with dragon head at a desert,oracle,none,none
synth_0033,11,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_11.json,842aa8b8e0de4269e2802a6f14273da561a755e25d0864a6a61533bbdf35a269,core/results/gt_prefix_diagnostic_v1/duration_11/synth_0033/seed_000,A dog at a restaurant,A dog with cat head at a restaurant,oracle,none,none
synth_0038,11,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_11.json,842aa8b8e0de4269e2802a6f14273da561a755e25d0864a6a61533bbdf35a269,core/results/gt_prefix_diagnostic_v1/duration_11/synth_0038/seed_000,A horse at a zoo,A horse with dragon head at a zoo,oracle,none,none
synth_0043,11,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_11.json,842aa8b8e0de4269e2802a6f14273da561a755e25d0864a6a61533bbdf35a269,core/results/gt_prefix_diagnostic_v1/duration_11/synth_0043/seed_000,A bear at a jungle,A bear with dragon head at a jungle,oracle,none,none
synth_0036,11,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_11.json,842aa8b8e0de4269e2802a6f14273da561a755e25d0864a6a61533bbdf35a269,core/results/gt_prefix_diagnostic_v1/duration_11/synth_0036/seed_000,A bear at a zoo,A bear with lion head at a zoo,oracle,none,none
synth_0028,12,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_12.json,5150314005de600a3a9e32906cf720477d2f6e082127570d65fff41fb1019b36,core/results/gt_prefix_diagnostic_v1/duration_12/synth_0028/seed_000,A cow at a restaurant,A cow with dragon head at a restaurant,oracle,none,none
synth_0032,12,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_12.json,5150314005de600a3a9e32906cf720477d2f6e082127570d65fff41fb1019b36,core/results/gt_prefix_diagnostic_v1/duration_12/synth_0032/seed_000,A cat at a desert,A cat with dragon head at a desert,oracle,none,none
synth_0033,12,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_12.json,5150314005de600a3a9e32906cf720477d2f6e082127570d65fff41fb1019b36,core/results/gt_prefix_diagnostic_v1/duration_12/synth_0033/seed_000,A dog at a restaurant,A dog with cat head at a restaurant,oracle,none,none
synth_0038,12,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_12.json,5150314005de600a3a9e32906cf720477d2f6e082127570d65fff41fb1019b36,core/results/gt_prefix_diagnostic_v1/duration_12/synth_0038/seed_000,A horse at a zoo,A horse with dragon head at a zoo,oracle,none,none
synth_0043,12,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_12.json,5150314005de600a3a9e32906cf720477d2f6e082127570d65fff41fb1019b36,core/results/gt_prefix_diagnostic_v1/duration_12/synth_0043/seed_000,A bear at a jungle,A bear with dragon head at a jungle,oracle,none,none
synth_0036,12,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_12.json,5150314005de600a3a9e32906cf720477d2f6e082127570d65fff41fb1019b36,core/results/gt_prefix_diagnostic_v1/duration_12/synth_0036/seed_000,A bear at a zoo,A bear with lion head at a zoo,oracle,none,none
synth_0028,13,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_13.json,a1c76e5b5b7ad1b2128245a1e0779136efed705e6a1338247dd0d5b976d27ebe,core/results/gt_prefix_diagnostic_v1/duration_13/synth_0028/seed_000,A cow at a restaurant,A cow with dragon head at a restaurant,oracle,none,none
synth_0032,13,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_13.json,a1c76e5b5b7ad1b2128245a1e0779136efed705e6a1338247dd0d5b976d27ebe,core/results/gt_prefix_diagnostic_v1/duration_13/synth_0032/seed_000,A cat at a desert,A cat with dragon head at a desert,oracle,none,none
synth_0033,13,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_13.json,a1c76e5b5b7ad1b2128245a1e0779136efed705e6a1338247dd0d5b976d27ebe,core/results/gt_prefix_diagnostic_v1/duration_13/synth_0033/seed_000,A dog at a restaurant,A dog with cat head at a restaurant,oracle,none,none
synth_0038,13,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_13.json,a1c76e5b5b7ad1b2128245a1e0779136efed705e6a1338247dd0d5b976d27ebe,core/results/gt_prefix_diagnostic_v1/duration_13/synth_0038/seed_000,A horse at a zoo,A horse with dragon head at a zoo,oracle,none,none
synth_0043,13,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_13.json,a1c76e5b5b7ad1b2128245a1e0779136efed705e6a1338247dd0d5b976d27ebe,core/results/gt_prefix_diagnostic_v1/duration_13/synth_0043/seed_000,A bear at a jungle,A bear with dragon head at a jungle,oracle,none,none
synth_0036,13,0,2.0,15,core/protocols/gt_prefix_diagnostic_v1/plans/duration_13.json,a1c76e5b5b7ad1b2128245a1e0779136efed705e6a1338247dd0d5b976d27ebe,core/results/gt_prefix_diagnostic_v1/duration_13/synth_0036/seed_000,A bear at a zoo,A bear with lion head at a zoo,oracle,none,none
