review_uid,part,edit,source_prompt,target_prompt,source_image,candidate_image,local_edit_success_0_2,non_target_preservation_0_2,overall_prompt_adherence_0_2,visual_quality_0_2,short_note
item_b497a65068c7,hair,Curls,A Portrait of boy at a park,A Portrait of boy with Curls hair at a park,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_b4d7f2d52a43.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_b497a65068c7.jpg,,,,,
item_2bacc19567e0,head,robot,A girl at a beach,A girl with robot head at a beach,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_eddd21d6a1c2.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_2bacc19567e0.jpg,,,,,
item_abe9d361e756,hair,Curls,A Portrait of man at a house,A Portrait of man with Curls hair at a house,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_1837be64cd68.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_abe9d361e756.jpg,,,,,
item_85e416e01a2f,head,dragon,A cat at a desert,A cat with dragon head at a desert,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_bb5f44e8a25b.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_85e416e01a2f.jpg,,,,,
item_4a51b98410a4,head,dragon,A horse at a jungle,A horse with dragon head at a jungle,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_2b822a970173.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_4a51b98410a4.jpg,,,,,
item_d2c144690d63,head,robot,A alien at a museum,A alien with robot head at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_0776f3ccf0e9.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_d2c144690d63.jpg,,,,,
item_eb60950c3170,torso,spiderman,A robot at a museum,A robot with spiderman torso at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_63f2eb2cd129.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_eb60950c3170.jpg,,,,,
item_5c2abecf0812,seat,fabric,A closeup leather chair at a apartment,A closeup leather chair with fabric seat at a apartment,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_278976611c82.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_5c2abecf0812.jpg,,,,,
item_cfa3f23825c9,torso,armor,A girl at a stadium,A girl with armor torso at a stadium,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_05f0e921e87d.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_cfa3f23825c9.jpg,,,,,
item_02138830745c,hair,Curls,A Portrait of man at a house,A Portrait of man with Curls hair at a house,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_1837be64cd68.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_02138830745c.jpg,,,,,
item_94e6733b2ca5,head,dragon,A cow at a restaurant,A cow with dragon head at a restaurant,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_591f63abb2fa.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_94e6733b2ca5.jpg,,,,,
item_b555155249e5,torso,spiderman,A robot at a museum,A robot with spiderman torso at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_7e6e7b988446.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_b555155249e5.jpg,,,,,
item_bdfa59edb03b,torso,spiderman,A robot at a museum,A robot with spiderman torso at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_7e6e7b988446.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_bdfa59edb03b.jpg,,,,,
item_99a3e9883be5,head,robot,A man at a gym,A man with robot head at a gym,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_9db278f7152f.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_99a3e9883be5.jpg,,,,,
item_c386ebc89920,car hood,Graffiti,A full front facing view of Toyota car at a parking lot,A full front facing view of Toyota car with Graffiti car hood at a parking lot,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_d13dfe80a435.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_c386ebc89920.jpg,,,,,
item_4c7e3a6e6a9f,head,cheetah,A cat at a museum,A cat with cheetah head at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_f3d1d79f0351.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_4c7e3a6e6a9f.jpg,,,,,
item_5213931b4068,seat,wooden,A closeup leather chair at a classroom,A closeup leather chair with wooden seat at a classroom,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_bda38536db22.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_5213931b4068.jpg,,,,,
item_174887985d9c,hair,Curls,A Portrait of woman at a school,A Portrait of woman with Curls hair at a school,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_8a5f145d5ed6.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_174887985d9c.jpg,,,,,
item_ed24085c3c8e,head,robot,A girl at a beach,A girl with robot head at a beach,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_eddd21d6a1c2.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_ed24085c3c8e.jpg,,,,,
item_ff1b7a12d33d,head,dragon,A dog at a farm,A dog with dragon head at a farm,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_2a043df583fd.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_ff1b7a12d33d.jpg,,,,,
item_bdafcb92483d,head,cat,A dog at a restaurant,A dog with cat head at a restaurant,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_ca463355e687.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_bdafcb92483d.jpg,,,,,
item_2291015d44b7,head,dog,A bear at a jungle,A bear with dog head at a jungle,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_f71c7b525544.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_2291015d44b7.jpg,,,,,
item_bbf9c8243464,head,dragon,A horse at a zoo,A horse with dragon head at a zoo,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_dbfa710ac399.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_bbf9c8243464.jpg,,,,,
item_d9596d60871b,head,bear,A robot at a park,A robot with bear head at a park,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_64fe128aaf52.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_d9596d60871b.jpg,,,,,
item_39b1816beb15,head,unicorn,A dog at a mountain,A dog with unicorn head at a mountain,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_ee57f3a3ed86.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_39b1816beb15.jpg,,,,,
item_4255a7d199b8,torso,batman,A robot at a school,A robot with batman torso at a school,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_8bcbeeb53dd4.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_4255a7d199b8.jpg,,,,,
item_825fb4159398,head,dragon,A horse at a jungle,A horse with dragon head at a jungle,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_2b822a970173.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_825fb4159398.jpg,,,,,
item_7278b95ac83c,head,dragon,A horse at a jungle,A horse with dragon head at a jungle,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_2b822a970173.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_7278b95ac83c.jpg,,,,,
item_e0396ee401e3,torso,spiderman,A robot at a museum,A robot with spiderman torso at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_7e6e7b988446.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_e0396ee401e3.jpg,,,,,
item_56907b42b591,car hood,Digital-Camouflage,A full front facing view of racing car at a parking lot,A full front facing view of racing car with Digital-Camouflage car hood at a parking lot,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_073b896945b5.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_56907b42b591.jpg,,,,,
item_ec5b73a81c14,car body,futuristic,A sedan at a parking lot,A sedan with futuristic car body at a parking lot,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_ef3648f18171.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_ec5b73a81c14.jpg,,,,,
item_1cb7ef7113f6,hair,Botticelli-Curls,A Portrait of boy at a street,A Portrait of boy with Botticelli-Curls hair at a street,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_1efd8f28c69b.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_1cb7ef7113f6.jpg,,,,,
item_0df1af2db84d,head,dragon,A horse at a jungle,A horse with dragon head at a jungle,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_2b822a970173.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_0df1af2db84d.jpg,,,,,
item_73d48fb8f708,torso,uniform,A alien at a school,A alien with uniform torso at a school,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_4ad3086c4953.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_73d48fb8f708.jpg,,,,,
item_c80ce6f7e697,seat,rusted,A closeup folding chair at a classroom,A closeup folding chair with rusted seat at a classroom,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_97eab3ccdecd.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_c80ce6f7e697.jpg,,,,,
item_aa6f575ad293,head,dragon,A bear at a jungle,A bear with dragon head at a jungle,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_a29b0df6a570.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_aa6f575ad293.jpg,,,,,
item_14d7bcc2eda6,hair,Wavy,A Portrait of girl at a forest,A Portrait of girl with Wavy hair at a forest,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_53e8e39bcf1e.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_14d7bcc2eda6.jpg,,,,,
item_ca8b7d824f70,car hood,Destroyed,A full front facing view of BMW car at a parking lot,A full front facing view of BMW car with Destroyed car hood at a parking lot,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_146c36946692.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_ca8b7d824f70.jpg,,,,,
item_8bb5bef28700,hair,blond,A Portrait of man at a beach,A Portrait of man with blond hair at a beach,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_6ce9a1e568d3.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_8bb5bef28700.jpg,,,,,
item_370f69f516f0,head,dragon,A dog at a farm,A dog with dragon head at a farm,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_2a043df583fd.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_370f69f516f0.jpg,,,,,
item_edca7a6a6ece,head,panda,A cat at a mountain,A cat with panda head at a mountain,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_dd35579b4d43.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_edca7a6a6ece.jpg,,,,,
item_4ab4f0bc2b08,head,bear,A robot at a park,A robot with bear head at a park,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_64fe128aaf52.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_4ab4f0bc2b08.jpg,,,,,
item_53144568a59a,torso,spiderman,A robot at a museum,A robot with spiderman torso at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_63f2eb2cd129.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_53144568a59a.jpg,,,,,
item_d887cbd19e63,torso,armor,A boy at a restaurant,A boy with armor torso at a restaurant,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_cea0cb0755a1.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_d887cbd19e63.jpg,,,,,
item_e055ca2e1664,hair,blond,A Portrait of man at a beach,A Portrait of man with blond hair at a beach,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_6ce9a1e568d3.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_e055ca2e1664.jpg,,,,,
item_6b6aa421d93d,head,tattooed,A robot at a office,A robot with tattooed head at a office,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_1e365ebd5ac6.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_6b6aa421d93d.jpg,,,,,
item_7d2ef9c63e41,head,dragon,A horse at a zoo,A horse with dragon head at a zoo,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_dbfa710ac399.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_7d2ef9c63e41.jpg,,,,,
item_de9c2e2b1919,head,panda,A dog at a store,A dog with panda head at a store,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_de70faeee4dc.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_de9c2e2b1919.jpg,,,,,
item_bb0c4af55488,head,tattooed,A robot at a office,A robot with tattooed head at a office,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_1e365ebd5ac6.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_bb0c4af55488.jpg,,,,,
item_6ad807e3f305,head,robot,A girl at a beach,A girl with robot head at a beach,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_eddd21d6a1c2.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_6ad807e3f305.jpg,,,,,
