review_uid,part,edit,source_prompt,target_prompt,source_image,candidate_image,local_edit_success_0_2,non_target_preservation_0_2,overall_prompt_adherence_0_2,visual_quality_0_2,short_note,reviewer_id,review_position,row_uid,case_uid,seed,method,part_size,footprint_change,frozen_review_position,joint_success,strict_joint_success
item_cfa3f23825c9,torso,armor,A girl at a stadium,A girl with armor torso at a stadium,assets/source_05f0e921e87d.png,assets/item_cfa3f23825c9.jpg,2,2,2,2,,reviewer_1,19,gt-diagnostic-v2::rk2_gt::synth_0016::seed_000,synth_0016,0,rk2_gt,large,comparable,19,1,1
item_02138830745c,hair,Curls,A Portrait of man at a house,A Portrait of man with Curls hair at a house,assets/source_1837be64cd68.png,assets/item_02138830745c.jpg,1,1,1,2,,reviewer_1,20,gt-diagnostic-v2::endpoint_gt::synth_0026::seed_000,synth_0026,0,endpoint_gt,small,expansion,20,1,0
item_94e6733b2ca5,head,dragon,A cow at a restaurant,A cow with dragon head at a restaurant,assets/source_591f63abb2fa.png,assets/item_94e6733b2ca5.jpg,0,1,1,2,,reviewer_1,21,gt-diagnostic-v2::rk2_gt::synth_0028::seed_000,synth_0028,0,rk2_gt,small,comparable,21,0,0
item_b555155249e5,torso,spiderman,A robot at a museum,A robot with spiderman torso at a museum,assets/source_7e6e7b988446.png,assets/item_b555155249e5.jpg,1,0,1,2,,reviewer_1,22,gt-diagnostic-v2::rk2_auto::synth_0012::seed_000,synth_0012,0,rk2_auto,large,comparable,22,0,0
item_bdfa59edb03b,torso,spiderman,A robot at a museum,A robot with spiderman torso at a museum,assets/source_7e6e7b988446.png,assets/item_bdfa59edb03b.jpg,2,1,2,2,,reviewer_1,23,gt-diagnostic-v2::rk2_n15_gt::synth_0012::seed_000,synth_0012,0,rk2_n15_gt,large,comparable,23,1,0
item_99a3e9883be5,head,robot,A man at a gym,A man with robot head at a gym,assets/source_9db278f7152f.png,assets/item_99a3e9883be5.jpg,2,1,2,2,,reviewer_1,24,gt-diagnostic-v2::rk2_auto::synth_0005::seed_000,synth_0005,0,rk2_auto,medium,comparable,24,1,0
item_c386ebc89920,car hood,Graffiti,A full front facing view of Toyota car at a parking lot,A full front facing view of Toyota car with Graffiti car hood at a parking lot,assets/source_d13dfe80a435.png,assets/item_c386ebc89920.jpg,2,2,2,2,,reviewer_1,25,gt-diagnostic-v2::rk2_n15_gt::synth_0055::seed_000,synth_0055,0,rk2_n15_gt,large,comparable,25,1,1
item_4c7e3a6e6a9f,head,cheetah,A cat at a museum,A cat with cheetah head at a museum,assets/source_f3d1d79f0351.png,assets/item_4c7e3a6e6a9f.jpg,0,2,0,2,,reviewer_1,26,gt-diagnostic-v2::rk2_gt::synth_0035::seed_000,synth_0035,0,rk2_gt,small,expansion,26,0,0
item_5213931b4068,seat,wooden,A closeup leather chair at a classroom,A closeup leather chair with wooden seat at a classroom,assets/source_bda38536db22.png,assets/item_5213931b4068.jpg,0,2,1,2,,reviewer_1,27,gt-diagnostic-v2::rk2_gt::synth_0059::seed_000,synth_0059,0,rk2_gt,medium,comparable,27,0,0
item_174887985d9c,hair,Curls,A Portrait of woman at a school,A Portrait of woman with Curls hair at a school,assets/source_8a5f145d5ed6.png,assets/item_174887985d9c.jpg,2,1,2,2,,reviewer_1,28,gt-diagnostic-v2::rk2_auto::synth_0027::seed_000,synth_0027,0,rk2_auto,large,comparable,28,1,0
item_ed24085c3c8e,head,robot,A girl at a beach,A girl with robot head at a beach,assets/source_eddd21d6a1c2.png,assets/item_ed24085c3c8e.jpg,0,2,1,2,,reviewer_1,29,gt-diagnostic-v2::endpoint_gt::synth_0006::seed_000,synth_0006,0,endpoint_gt,small,comparable,29,0,0
item_ff1b7a12d33d,head,dragon,A dog at a farm,A dog with dragon head at a farm,assets/source_2a043df583fd.png,assets/item_ff1b7a12d33d.jpg,0,2,1,2,,reviewer_1,30,gt-diagnostic-v2::endpoint_gt::synth_0037::seed_000,synth_0037,0,endpoint_gt,small,expansion,30,0,0
item_bdafcb92483d,head,cat,A dog at a restaurant,A dog with cat head at a restaurant,assets/source_ca463355e687.png,assets/item_bdafcb92483d.jpg,0,0,1,2,,reviewer_1,31,gt-diagnostic-v2::rk2_n15_auto::synth_0033::seed_000,synth_0033,0,rk2_n15_auto,medium,comparable,31,0,0
item_2291015d44b7,head,dog,A bear at a jungle,A bear with dog head at a jungle,assets/source_f71c7b525544.png,assets/item_2291015d44b7.jpg,0,2,1,2,,reviewer_1,32,gt-diagnostic-v2::rk2_n15_auto::synth_0030::seed_000,synth_0030,0,rk2_n15_auto,small,contraction,32,0,0
item_bbf9c8243464,head,dragon,A horse at a zoo,A horse with dragon head at a zoo,assets/source_dbfa710ac399.png,assets/item_bbf9c8243464.jpg,0,1,1,2,,reviewer_1,33,gt-diagnostic-v2::rk2_n15_auto::synth_0038::seed_000,synth_0038,0,rk2_n15_auto,large,expansion,33,0,0
item_d9596d60871b,head,bear,A robot at a park,A robot with bear head at a park,assets/source_64fe128aaf52.png,assets/item_d9596d60871b.jpg,0,0,0,1,,reviewer_1,34,gt-diagnostic-v2::rk2_n15_auto::synth_0002::seed_000,synth_0002,0,rk2_n15_auto,large,comparable,34,0,0
item_39b1816beb15,head,unicorn,A dog at a mountain,A dog with unicorn head at a mountain,assets/source_ee57f3a3ed86.png,assets/item_39b1816beb15.jpg,0,2,1,2,,reviewer_1,35,gt-diagnostic-v2::rk2_auto::synth_0034::seed_000,synth_0034,0,rk2_auto,small,expansion,35,0,0
item_4255a7d199b8,torso,batman,A robot at a school,A robot with batman torso at a school,assets/source_8bcbeeb53dd4.png,assets/item_4255a7d199b8.jpg,2,1,2,2,,reviewer_1,36,gt-diagnostic-v2::endpoint_gt::synth_0010::seed_000,synth_0010,0,endpoint_gt,medium,comparable,36,1,0
item_825fb4159398,head,dragon,A horse at a jungle,A horse with dragon head at a jungle,assets/source_2b822a970173.png,assets/item_825fb4159398.jpg,0,2,1,2,,reviewer_1,37,gt-diagnostic-v2::rk2_n15_gt::synth_0031::seed_000,synth_0031,0,rk2_n15_gt,medium,expansion,37,0,0
item_7278b95ac83c,head,dragon,A horse at a jungle,A horse with dragon head at a jungle,assets/source_2b822a970173.png,assets/item_7278b95ac83c.jpg,0,2,1,2,,reviewer_1,38,gt-diagnostic-v2::rk2_n15_auto::synth_0031::seed_000,synth_0031,0,rk2_n15_auto,medium,expansion,38,0,0
item_e0396ee401e3,torso,spiderman,A robot at a museum,A robot with spiderman torso at a museum,assets/source_7e6e7b988446.png,assets/item_e0396ee401e3.jpg,2,0,2,2,,reviewer_1,39,gt-diagnostic-v2::rk2_n15_auto::synth_0012::seed_000,synth_0012,0,rk2_n15_auto,large,comparable,39,0,0
item_56907b42b591,car hood,Digital-Camouflage,A full front facing view of racing car at a parking lot,A full front facing view of racing car with Digital-Camouflage car hood at a parking lot,assets/source_073b896945b5.png,assets/item_56907b42b591.jpg,2,1,1,2,,reviewer_1,40,gt-diagnostic-v2::endpoint_auto::synth_0052::seed_000,synth_0052,0,endpoint_auto,medium,comparable,40,1,0
item_ec5b73a81c14,car body,futuristic,A sedan at a parking lot,A sedan with futuristic car body at a parking lot,assets/source_ef3648f18171.png,assets/item_ec5b73a81c14.jpg,2,0,1,2,,reviewer_1,41,gt-diagnostic-v2::endpoint_auto::synth_0047::seed_000,synth_0047,0,endpoint_auto,large,comparable,41,0,0
item_1cb7ef7113f6,hair,Botticelli-Curls,A Portrait of boy at a street,A Portrait of boy with Botticelli-Curls hair at a street,assets/source_1efd8f28c69b.png,assets/item_1cb7ef7113f6.jpg,2,2,2,2,,reviewer_1,42,gt-diagnostic-v2::rk2_gt::synth_0025::seed_000,synth_0025,0,rk2_gt,medium,comparable,42,1,1
item_0df1af2db84d,head,dragon,A horse at a jungle,A horse with dragon head at a jungle,assets/source_2b822a970173.png,assets/item_0df1af2db84d.jpg,0,2,2,2,,reviewer_1,43,gt-diagnostic-v2::rk2_gt::synth_0031::seed_000,synth_0031,0,rk2_gt,medium,expansion,43,0,0
item_73d48fb8f708,torso,uniform,A alien at a school,A alien with uniform torso at a school,assets/source_4ad3086c4953.png,assets/item_73d48fb8f708.jpg,2,1,1,2,,reviewer_1,44,gt-diagnostic-v2::endpoint_auto::synth_0013::seed_000,synth_0013,0,endpoint_auto,small,comparable,44,1,0
item_c80ce6f7e697,seat,rusted,A closeup folding chair at a classroom,A closeup folding chair with rusted seat at a classroom,assets/source_97eab3ccdecd.png,assets/item_c80ce6f7e697.jpg,2,2,2,2,,reviewer_1,45,gt-diagnostic-v2::endpoint_auto::synth_0058::seed_000,synth_0058,0,endpoint_auto,medium,comparable,45,1,1
item_aa6f575ad293,head,dragon,A bear at a jungle,A bear with dragon head at a jungle,assets/source_a29b0df6a570.png,assets/item_aa6f575ad293.jpg,0,2,1,2,,reviewer_1,46,gt-diagnostic-v2::rk2_n15_auto::synth_0043::seed_000,synth_0043,0,rk2_n15_auto,small,expansion,46,0,0
item_14d7bcc2eda6,hair,Wavy,A Portrait of girl at a forest,A Portrait of girl with Wavy hair at a forest,assets/source_53e8e39bcf1e.png,assets/item_14d7bcc2eda6.jpg,2,2,2,2,,reviewer_1,47,gt-diagnostic-v2::endpoint_gt::synth_0019::seed_000,synth_0019,0,endpoint_gt,medium,comparable,47,1,1
item_ca8b7d824f70,car hood,Destroyed,A full front facing view of BMW car at a parking lot,A full front facing view of BMW car with Destroyed car hood at a parking lot,assets/source_146c36946692.png,assets/item_ca8b7d824f70.jpg,0,2,1,2,,reviewer_1,48,gt-diagnostic-v2::rk2_n15_auto::synth_0053::seed_000,synth_0053,0,rk2_n15_auto,large,comparable,48,0,0
item_8bb5bef28700,hair,blond,A Portrait of man at a beach,A Portrait of man with blond hair at a beach,assets/source_6ce9a1e568d3.png,assets/item_8bb5bef28700.jpg,2,1,2,2,,reviewer_1,49,gt-diagnostic-v2::endpoint_gt::synth_0023::seed_000,synth_0023,0,endpoint_gt,small,comparable,49,1,0
item_370f69f516f0,head,dragon,A dog at a farm,A dog with dragon head at a farm,assets/source_2a043df583fd.png,assets/item_370f69f516f0.jpg,0,2,1,2,,reviewer_1,50,gt-diagnostic-v2::rk2_gt::synth_0037::seed_000,synth_0037,0,rk2_gt,small,expansion,50,0,0
item_edca7a6a6ece,head,panda,A cat at a mountain,A cat with panda head at a mountain,assets/source_dd35579b4d43.png,assets/item_edca7a6a6ece.jpg,1,2,2,2,,reviewer_1,51,gt-diagnostic-v2::rk2_gt::synth_0041::seed_000,synth_0041,0,rk2_gt,medium,expansion,51,1,0
item_4ab4f0bc2b08,head,bear,A robot at a park,A robot with bear head at a park,assets/source_64fe128aaf52.png,assets/item_4ab4f0bc2b08.jpg,2,2,2,2,,reviewer_1,52,gt-diagnostic-v2::rk2_n15_gt::synth_0002::seed_000,synth_0002,0,rk2_n15_gt,large,comparable,52,1,1
item_53144568a59a,torso,spiderman,A robot at a museum,A robot with spiderman torso at a museum,assets/source_63f2eb2cd129.png,assets/item_53144568a59a.jpg,2,1,2,2,,reviewer_1,53,gt-diagnostic-v2::endpoint_auto::synth_0011::seed_000,synth_0011,0,endpoint_auto,small,comparable,53,1,0
item_d887cbd19e63,torso,armor,A boy at a restaurant,A boy with armor torso at a restaurant,assets/source_cea0cb0755a1.png,assets/item_d887cbd19e63.jpg,2,1,2,2,,reviewer_1,54,gt-diagnostic-v2::rk2_n15_auto::synth_0018::seed_000,synth_0018,0,rk2_n15_auto,medium,comparable,55,1,0
item_e055ca2e1664,hair,blond,A Portrait of man at a beach,A Portrait of man with blond hair at a beach,assets/source_6ce9a1e568d3.png,assets/item_e055ca2e1664.jpg,2,2,2,2,,reviewer_1,55,gt-diagnostic-v2::rk2_n15_auto::synth_0023::seed_000,synth_0023,0,rk2_n15_auto,small,comparable,56,1,1
item_6b6aa421d93d,head,tattooed,A robot at a office,A robot with tattooed head at a office,assets/source_1e365ebd5ac6.png,assets/item_6b6aa421d93d.jpg,0,1,1,2,,reviewer_1,56,gt-diagnostic-v2::rk2_auto::synth_0004::seed_000,synth_0004,0,rk2_auto,medium,comparable,57,0,0
item_7d2ef9c63e41,head,dragon,A horse at a zoo,A horse with dragon head at a zoo,assets/source_dbfa710ac399.png,assets/item_7d2ef9c63e41.jpg,0,2,1,2,,reviewer_1,57,gt-diagnostic-v2::rk2_auto::synth_0038::seed_000,synth_0038,0,rk2_auto,large,expansion,58,0,0
item_de9c2e2b1919,head,panda,A dog at a store,A dog with panda head at a store,assets/source_de70faeee4dc.png,assets/item_de9c2e2b1919.jpg,2,1,2,2,,reviewer_1,58,gt-diagnostic-v2::rk2_auto::synth_0045::seed_000,synth_0045,0,rk2_auto,medium,expansion,59,1,0
item_bb0c4af55488,head,tattooed,A robot at a office,A robot with tattooed head at a office,assets/source_1e365ebd5ac6.png,assets/item_bb0c4af55488.jpg,0,1,1,2,,reviewer_1,59,gt-diagnostic-v2::endpoint_gt::synth_0004::seed_000,synth_0004,0,endpoint_gt,medium,comparable,60,0,0
item_6ad807e3f305,head,robot,A girl at a beach,A girl with robot head at a beach,assets/source_eddd21d6a1c2.png,assets/item_6ad807e3f305.jpg,0,1,1,2,,reviewer_1,60,gt-diagnostic-v2::endpoint_auto::synth_0006::seed_000,synth_0006,0,endpoint_auto,small,comparable,61,0,0
item_1a4caa1bb01a,head,robot,A alien at a city,A alien with robot head at a city,assets/source_6094cd95fb45.png,assets/item_1a4caa1bb01a.jpg,2,0,1,2,,reviewer_1,61,gt-diagnostic-v2::endpoint_auto::synth_0000::seed_000,synth_0000,0,endpoint_auto,small,comparable,62,0,0
item_1a8a99ee1347,car body,neon-lit,A classic-car at a suburban road,A classic-car with neon-lit car body at a suburban road,assets/source_3ae69c2a9e97.png,assets/item_1a8a99ee1347.jpg,2,2,2,2,,reviewer_1,62,gt-diagnostic-v2::rk2_n15_gt::synth_0049::seed_000,synth_0049,0,rk2_n15_gt,large,comparable,63,1,1
item_630857df0336,head,robot,A alien at a school,A alien with robot head at a school,assets/source_26285f2b90f2.png,assets/item_630857df0336.jpg,0,1,1,2,,reviewer_1,63,gt-diagnostic-v2::rk2_n15_auto::synth_0007::seed_000,synth_0007,0,rk2_n15_auto,medium,comparable,64,0,0
item_0bbe281ba042,car body,armored,A luxury-car at a mountain road,A luxury-car with armored car body at a mountain road,assets/source_4a1c085cfce4.png,assets/item_0bbe281ba042.jpg,0,1,1,2,,reviewer_1,64,gt-diagnostic-v2::endpoint_gt::synth_0046::seed_000,synth_0046,0,endpoint_gt,large,comparable,65,0,0
item_240bcea380df,car hood,Destroyed,A full front facing view of BMW car at a parking lot,A full front facing view of BMW car with Destroyed car hood at a parking lot,assets/source_146c36946692.png,assets/item_240bcea380df.jpg,0,1,1,2,,reviewer_1,65,gt-diagnostic-v2::rk2_auto::synth_0053::seed_000,synth_0053,0,rk2_auto,large,comparable,66,0,0
item_e7335c87734f,hair,blond,A Portrait of man at a beach,A Portrait of man with blond hair at a beach,assets/source_6ce9a1e568d3.png,assets/item_e7335c87734f.jpg,2,1,2,2,,reviewer_1,66,gt-diagnostic-v2::rk2_gt::synth_0023::seed_000,synth_0023,0,rk2_gt,small,comparable,67,1,0
item_c7bd94cde1c6,car hood,Destroyed,A full front facing view of BMW car at a parking lot,A full front facing view of BMW car with Destroyed car hood at a parking lot,assets/source_146c36946692.png,assets/item_c7bd94cde1c6.jpg,1,1,2,2,,reviewer_1,67,gt-diagnostic-v2::rk2_gt::synth_0053::seed_000,synth_0053,0,rk2_gt,large,comparable,68,1,0
item_620a51b7ba0b,seat,wooden,A closeup leather chair at a classroom,A closeup leather chair with wooden seat at a classroom,assets/source_bda38536db22.png,assets/item_620a51b7ba0b.jpg,0,2,1,2,,reviewer_1,68,gt-diagnostic-v2::endpoint_gt::synth_0059::seed_000,synth_0059,0,endpoint_gt,medium,comparable,69,0,0
item_d4c808da9db7,head,tiger,A bear at a pool,A bear with tiger head at a pool,assets/source_41c7b285ef4c.png,assets/item_d4c808da9db7.jpg,1,2,1,2,,reviewer_1,69,gt-diagnostic-v2::endpoint_gt::synth_0040::seed_000,synth_0040,0,endpoint_gt,small,comparable,70,1,0
item_27a4d0ed9a9f,head,robot,A alien at a school,A alien with robot head at a school,assets/source_26285f2b90f2.png,assets/item_27a4d0ed9a9f.jpg,2,2,2,2,,reviewer_1,70,gt-diagnostic-v2::rk2_n15_gt::synth_0007::seed_000,synth_0007,0,rk2_n15_gt,medium,comparable,71,1,1
item_c06b4df6850e,head,panda,A dog at a store,A dog with panda head at a store,assets/source_de70faeee4dc.png,assets/item_c06b4df6850e.jpg,1,2,2,2,,reviewer_1,71,gt-diagnostic-v2::rk2_gt::synth_0045::seed_000,synth_0045,0,rk2_gt,medium,expansion,72,1,0
item_aa348037f0e3,torso,uniform,A alien at a school,A alien with uniform torso at a school,assets/source_4ad3086c4953.png,assets/item_aa348037f0e3.jpg,2,2,2,2,,reviewer_1,72,gt-diagnostic-v2::rk2_gt::synth_0013::seed_000,synth_0013,0,rk2_gt,small,comparable,73,1,1
item_0548a0ad8063,head,lion,A dog at a pool,A dog with lion head at a pool,assets/source_fc07bb02f53f.png,assets/item_0548a0ad8063.jpg,0,2,1,2,,reviewer_1,73,gt-diagnostic-v2::endpoint_gt::synth_0029::seed_000,synth_0029,0,endpoint_gt,small,expansion,74,0,0
item_3e4d9aadad51,hair,Curls,A Portrait of man at a house,A Portrait of man with Curls hair at a house,assets/source_1837be64cd68.png,assets/item_3e4d9aadad51.jpg,2,1,2,2,,reviewer_1,74,gt-diagnostic-v2::rk2_auto::synth_0026::seed_000,synth_0026,0,rk2_auto,small,expansion,75,1,0
item_920a50c781f7,head,cat,A dog at a restaurant,A dog with cat head at a restaurant,assets/source_ca463355e687.png,assets/item_920a50c781f7.jpg,0,0,1,2,,reviewer_1,75,gt-diagnostic-v2::rk2_auto::synth_0033::seed_000,synth_0033,0,rk2_auto,medium,comparable,76,0,0
item_a514517323eb,head,panda,A dog at a store,A dog with panda head at a store,assets/source_de70faeee4dc.png,assets/item_a514517323eb.jpg,1,2,1,2,,reviewer_1,76,gt-diagnostic-v2::endpoint_gt::synth_0045::seed_000,synth_0045,0,endpoint_gt,medium,expansion,77,1,0
item_9fc44f86eecc,seat,fabric,A closeup leather chair at a apartment,A closeup leather chair with fabric seat at a apartment,assets/source_278976611c82.png,assets/item_9fc44f86eecc.jpg,2,2,2,2,,reviewer_1,77,gt-diagnostic-v2::rk2_auto::synth_0056::seed_000,synth_0056,0,rk2_auto,medium,comparable,78,1,1
item_650194c17fe9,hair,Kinky,A Portrait of boy at a park,A Portrait of boy with Kinky hair at a park,assets/source_0d500a8d6ca9.png,assets/item_650194c17fe9.jpg,2,2,2,2,,reviewer_1,78,gt-diagnostic-v2::endpoint_auto::synth_0022::seed_000,synth_0022,0,endpoint_auto,medium,comparable,79,1,1
item_a4fc7cc8fbf7,head,robot,A alien at a museum,A alien with robot head at a museum,assets/source_0776f3ccf0e9.png,assets/item_a4fc7cc8fbf7.jpg,2,1,2,2,,reviewer_1,79,gt-diagnostic-v2::rk2_n15_auto::synth_0003::seed_000,synth_0003,0,rk2_n15_auto,large,comparable,80,1,0
item_70b6fdaa597b,head,dog,A bear at a jungle,A bear with dog head at a jungle,assets/source_f71c7b525544.png,assets/item_70b6fdaa597b.jpg,0,2,1,2,,reviewer_1,80,gt-diagnostic-v2::endpoint_auto::synth_0030::seed_000,synth_0030,0,endpoint_auto,small,contraction,81,0,0
item_5aec94646b4f,car hood,Digital-Camouflage,A full front facing view of racing car at a parking lot,A full front facing view of racing car with Digital-Camouflage car hood at a parking lot,assets/source_073b896945b5.png,assets/item_5aec94646b4f.jpg,2,2,2,2,,reviewer_1,81,gt-diagnostic-v2::rk2_n15_auto::synth_0052::seed_000,synth_0052,0,rk2_n15_auto,medium,comparable,82,1,1
item_8ab590982603,head,lion,A bear at a zoo,A bear with lion head at a zoo,assets/source_1d46ca4f754d.png,assets/item_8ab590982603.jpg,0,2,1,2,,reviewer_1,82,gt-diagnostic-v2::endpoint_auto::synth_0036::seed_000,synth_0036,0,endpoint_auto,medium,comparable,83,0,0
item_e54871cdb99e,hair,Afro,A Portrait of boy at a beach,A Portrait of boy with Afro hair at a beach,assets/source_0038f682b22a.png,assets/item_e54871cdb99e.jpg,2,1,2,2,,reviewer_1,83,gt-diagnostic-v2::endpoint_gt::synth_0021::seed_000,synth_0021,0,endpoint_gt,large,comparable,84,1,0
item_d997fe4cd243,car hood,black,A racing-car at a highway,A racing-car with black car hood at a highway,assets/source_af6b5e577958.png,assets/item_d997fe4cd243.jpg,2,1,2,2,,reviewer_1,84,gt-diagnostic-v2::rk2_n15_auto::synth_0050::seed_000,synth_0050,0,rk2_n15_auto,small,comparable,85,1,0
item_b3fae24f1935,head,robot,A alien at a city,A alien with robot head at a city,assets/source_6094cd95fb45.png,assets/item_b3fae24f1935.jpg,2,2,2,2,,reviewer_1,85,gt-diagnostic-v2::rk2_n15_gt::synth_0000::seed_000,synth_0000,0,rk2_n15_gt,small,comparable,86,1,1
item_f55f03076069,head,robot,A alien at a museum,A alien with robot head at a museum,assets/source_0776f3ccf0e9.png,assets/item_f55f03076069.jpg,2,2,2,2,,reviewer_1,86,gt-diagnostic-v2::rk2_n15_gt::synth_0003::seed_000,synth_0003,0,rk2_n15_gt,large,comparable,87,1,1
item_fbe65f828066,seat,rusted,A closeup folding chair at a classroom,A closeup folding chair with rusted seat at a classroom,assets/source_97eab3ccdecd.png,assets/item_fbe65f828066.jpg,2,2,2,2,,reviewer_1,87,gt-diagnostic-v2::endpoint_gt::synth_0058::seed_000,synth_0058,0,endpoint_gt,medium,comparable,88,1,1
item_998bd4e469d0,hair,Curls,A Portrait of boy at a park,A Portrait of boy with Curls hair at a park,assets/source_b4d7f2d52a43.png,assets/item_998bd4e469d0.jpg,2,2,2,2,,reviewer_1,88,gt-diagnostic-v2::rk2_n15_auto::synth_0020::seed_000,synth_0020,0,rk2_n15_auto,large,comparable,89,1,1
